Gaultheria dolichopoda																		HM597319								HM597666									JF801446									HM597580					JF941587																					HM597493		JF953762										
Gaultheria pyrolifolia																		HM597292								HM597639									JF801444									HM597554					JF941698																					HM597467		HM597379										
Gaultheria amoena																		JF801582								JF801230									FJ008936									JF801663													AF366589													JF801490		AF366626										
Gaultheria griffithiana																		HM597269								HM597617									FJ008966									HM597530					JF941620																					HM597443		FJ010612										
Gaultheria megalodonta																		AF358890								JF801266									FJ008945									JF801699													AF366600													JF801526		AF366639										
Gaultheria cuneata																		HM597250								HM597599									JF801424									HM597512					JF941583																					HM597425		HM597337										
Gaultheria mucronata																		FJ010604																	FJ008977									JF801686							FJ665773																			JF801513		FJ010622										
Gaultheria strigosa																		AF358900								JF801262									FJ008953									JF801695													AF366609													JF801522		AF366647										
Gaultheria jingdongensis																		HM597320								HM597668									JF801450									HM597581					JF941646																					HM597494		JF953797										
Gaultheria fragrantissima																		HM597263								HM597612									FJ008978									HM597516					JF941613																					JF801552		FJ010623										
Gaultheria depressa																		FJ665704								JF801285									FJ665792									JF801718																										JF801545		FJ665748										
Gaultheria reticulata																		JF801583								JF801231									JF801411									JF801664													AF366606													JF801491		AF366645										
Gaultheria hispidula																		JF801562								JF801204									JF801391									JF801638													AF366597													JF801465		AF366634										
Gaultheria heteromera																		HM597272								HM597620									JF801438									HM597533					JF941629																					HM597446		HM597359										
Gaultheria suborbicularis																		JF976443								JF801205									JF801392									JF801639					JF941722																					JF801466		JF953854										
Gaultheria tomentosa																		AF358902								JF801240									JF801417									JF801673													AF366611													JF801500		AF366648										
Gaultheria leucocarpa																		JF976401								JF801206									FJ025989									JF801640					JF941666																					JF801467		JN098402										
Gaultheria wardii																		HM597306								HM597654									FJ008962									HM597567					JF941750																					HM597480		FJ010608										
Gaultheria prostrata																		JN098397								JF801250									JF801423									JF801683					JN098405																					JF801510		JN098403										
Gaultheria erecta																		JF801585								JF801233									FJ008939									JF801666													AF366593													JF801493		AF366631										
Gaultheria lanceolata																		FJ665710								JF801275									FJ665798									JF801708							FJ665771																			JF801535		FJ665754										
Gaultheria straminea																		HM597302								HM597650									JF801443									HM597563					JF941718																					HM597476		JF953850										
Gaultheria praticola																		JF976418								JF801291									JF801439									JF801724					JF941690																					HM597464		JF953831										
Gaultheria pseudonotabilis																		JF976424								HM597643									JF801436									HM597556					JF941694																					HM597469		HM597382										
Gaultheria dumicola																		JF801620								HM597608									JF801437									JF801722					JF941594																					JF801549		FJ010611										
Gaultheria discolor																		HM597279								HM597627									JF801442									HM597540					JN098404																					HM597453		HM597366										
Symplocos bogotensis																		AY630622																	AF421074		DQ086313							AJ430889											AF420951															AY630680		AY630649										
Symplocos sumuntia																		AY336322																			DQ086388							AY336476					HQ427232																					AY336417		AY336371		HQ427075								
Symplocos martinicensis																		AY630627																			DQ086344							AY630729					GQ428625																					AY630689		AY630657		HM447005								
Symplocos wikstroemiifolia																		AY336273																			DQ086327	DQ086328						AY336436					HQ415168																					AY336390		AY336346										
Ceratiola ericoides																		AF519552								GU176684									GU176717										AF419799				L12605		DQ000599																					AF519564										
Vaccinium tenellum																		AF382741								GU176712									AF419769									AF271699					GU176648		HM182065																					AF382818										
Vaccinium macrocarpon																		AF382730																	AF419754										AF419808				L12625							DQ110366																U61316										
Craibiodendron yunnanense																		EU547685																								EU264343		EU547709					Z80195			EU547699																				U61307		EU547714								
Camellia sasanqua		GU722500																EF544755								EU872272																						AB207880	AF380036																							AF380076			AB364659							
Camellia kissii		GU722477																EU579726																						AB362884				HQ158561				AB207876									HQ158524																		AB364675							
Camellia brevistyla		GU722452																HM061476																										HQ158568													HQ158531		EU849055	EU849090															AB364658							
Camellia petelotii		GU722455																EU579753																						AB362886				HQ158559													HQ158522										AF327514								AB364656							
Camellia granthamiana		GU722471																FJ432168																						AB362883				HQ158584					AF380034								HQ158547															AF380073										
Phyllodoce empetriformis																		U48607		JQ248027						GU176701									DQ002379														U49291		DQ000605																					DQ002358										
Gordonia lasianthus																		HM100446																										HM100591					AF380042					AY727977		AY163735																AF380085		HM100515								
Menziesia purpurea																		AB080081																	EU855940									AB080041																		AB080051										AB080031		AB080061								
Tepuia cardonae																		JF801560								JF801202									FJ008959									JF801636					AF124575																					JF801463		AF124566										
Kalmia polifolia							JN965615											U48597								GU176698									GU176733														U49289		GU176663																					JN966342										
Diplycosia pseudorufescens																		AF358878								JF801218									FJ008935									JF801652													AF366588													JF801479		AF366625										
Diplycosia cinnamomifolia																		JF801576								JF801224									JF801405									JF801657													AF366587													JF801484		JF801324										
Shortia uniflora																		AY049802																	AF421082	AY725938													AY725866					AY727985	AY725915	AY725895																										
Shortia soldanelloides																		AY049801																	AF421083	AY725937													AF421105					AY727984	AF420949	AF421030																										
Changiostyrax dolichocarpa																		AF396439			DQ318000																		DQ318012					AF396165													DQ317984					AF396166												DQ317992								
Bryanthus gmelinii									DQ073472									U48612								GU176681									GU176715														AF419816		EU669884																					AF440413										
Leucothoe axillaris																		GQ179753								JF801197									GQ179749									JF801630			AF351971																							JF801457		GQ179744										
Erica arborea																		HQ858910																																							GQ401512									GU323881				GQ415806		AY517907					GQ401515					
Cassiope fastigiata							JF941137		AY942692									AF393438								HM182089																		AF394265							HM182053																					JF953428										
Pyrola picta									AF351935									JQ177176																										FJ378608	U59936		AF351962										FJ378549															AF440426										
Rhododendron sanctum																		EU855866																	EU855956									AB038804													AB038904				EU855927	AB038854										EU855900										
Rhododendron sargentianum																																AY765534	AY765530	AY765533																											AY765531													HQ707018					AY765532			
Rhododendron ciliatum																																AY765516	AY765512	AY765515																											AY765513													HQ706958					AY765514			
Rhododendron anthopogon																		X97418														AY765546	AY765542	AY765545																											AY765543																		AY765544			
Rhododendron vaseyi																		X97414														AY765960	AY765956	AY765959																											AY765957																		AY765958			
Rhododendron eriocarpum																		AB105231								EU855972	AB105301								EU855943									AB105264																		AB105249										EU855887										
Rhododendron viscistylum																		EU855876																	EU855963									AB038811													AB038911				EU855932	AB038861										EU855908										
Rhododendron tschonoskii																		X96806								EU855987									EU855961									AB038833													AB038933				EU855930											EU855906										
Oxydendrum arboreum									DQ073474									HM182084								HM182100																					AF351973		AF124583		HM182068																					AF124562										
Stewartia malacodendron																		AF431944																										HM100624					AF380057																				AY070280	AY070295		AF380101		HM100559								
Stewartia sinensis																		AY096021																										HM100631					AF380061																				AY070286	AY070304		AF380106		HM100547								
Stewartia monadelpha																		AF431934																										HM100627					AF380058																				AY070281	AY070297		AF380102		HM100564								
Stewartia villosa																		HM100454																										HM100602					AF380043																				AY070277	AY070289		AF380086		HM100534								
Pieris koidzumiana																																									AB206604			AB206634					AB206592													AB206644										AB206597		AB206623								
Alniphyllum fortunei							HQ427122											AF396437																										AF396161					AF396149													AF396162										HQ427279		HQ426969								
Arbutus canariensis									AF091981									AF091993																											AF419795				L12597						GU350965	GU351155								JF275972								U61345										
Actinidia melliana																EF441524		AF323821	EF441506																									AJ549022					AJ549067																							AF322609										
Actinidia chrysantha														AY325333				AF323797											AB006096															AJ548990					AJ549035																							AF322603										
Zenobia pulverulenta																		AF358906								JF801192									AF419773									JF801625					L12626								AF366615													JF801452		AF124571										
Clethra arborea																		AY190569																	AF421046	AJ235438								AY190593					AF421088						AF420919	AF420996																HM850891										
Clethra barbinervis																		AY190573																	AF421047	AF420966								AY190595					AF421089						AF420920	AF420997																AB697681										
Sinojackia rehderiana																		AF396450			DQ317998																		DQ318010					AF396189					Z83138								DQ317982					AF396190																				
Gaultheria foliolosa																		JF801610								JF801264									FJ008941									JF801697							FJ665766						AF366595													JF801524		AF366632										
Gaultheria parvula																		FJ665715								JF801278									FJ665803									JF801711							FJ665778																			JF801538		JF801371										
Gaultheria appressa																		FJ665700								JF801273									FJ665789									JF801705							FJ665763																			JF801532		FJ665744										
Gaultheria rupestris																		FJ665716								JF801286									FJ665804									JF801719							FJ665782																			JF801546		FJ665759										
Gaultheria crassa																		FJ665703								JF801283									FJ665791									JF801716							FJ665806																			JF801543		FJ665747										
Gaultheria oppositifolia																		FJ665713								JF801282									FJ665801									JF801715							FJ665776																			JF801542		JF801375										
Gaultheria borneensis																		AF358881								JF801249									FJ008938									JF801682					JF941568								AF366591													JF801509		JF953750										
Gaultheria antipoda																		JF801617								JF801279									JF801434									JF801712							FJ665762																			JF801539		FJ665743										
Gaultheria schultesii																		FJ010601								JF801235									FJ008974									JF801668							FJ665783																			JF801495		FJ010619										
Gaultheria colensoi																		FJ665702								JF801280									FJ665790									JF801713							FJ665765																			JF801540		FJ665746										
Gaultheria insipida																		AF358889								JF801261									FJ008944									JF801694							FJ665770						AF366599													JF801521		AF366636										
Gaultheria nubigena																		JF801600								JF801252									FJ665800									JF801685							FJ665774																			JF801512		JF801350										
Gaultheria insana																		JF801604								JF801257									FJ665797									JF801690							FJ665769																			JF801517		FJ665753										
Gaultheria paniculata																		FJ665714								JF801281									FJ665802									JF801714							FJ665777																			JF801541		FJ665757										
Gaultheria humifusa																		FJ665708								JF801247									FJ665796									JF801680							FJ665768																			JF801507		FJ665752										
Symplocos setchuensis																		AY336294																			DQ086381							AY336456					HQ427235							AF520111														AY336404		AY336359		HQ427078								
Symplocos stellaris																		AY336329																			DQ086397							AY336485					HQ427236													AB115355								AY336422		AY336376		HQ427079								
Camellia nitidissima		GU722485																FJ432194																									FJ597757	GQ487444																								GQ487414		GQ487384				GQ487354								
Camellia impressinervis																		FJ432178																										HQ158590													HQ158553										AF315486	GQ487406		GQ487376			AF315487	GQ487346								
Phyllodoce caerulea																		GU176630								GU176700									DQ002378									GQ245250					AF419829		DQ000604																			AB281269		DQ002357										
Orthilia secunda																		AF133746		JQ248026						HQ162696																		GQ245155					AF419838	AJ247582							FJ357277															JN966388										
Tepuia venusta																		AF358905								JF801201									FJ665807									JF801635							FJ665786						AF366614													JF801462		AF366649										
Diplycosia clementium																		AF358877								JF801223									GQ179747									JF801650													AF366620													JF801477		AF366624										
Diplycosia barbigera																		AF358875								JF801222									FJ008932									JF801656							FJ665760						AF366586													JF801483		JF801322										
Diplycosia acuminata																		JF801564								JF801207									JF801393									JF801641					AF124586								AF366585													JF801468		JF801307										
Moneses uniflora									AY566296									FJ378568		JQ248024						FJ357257																		GQ245136					JN965683								FJ357273															JN966381										
Eubotrys racemosa																		JF801556								JF801199									FJ008958									JF801632					U83915								AF366613													JF801459		AF124564										
Pterostyrax hispidus																		AF396446																	AJ429107									AF396181					AF396155													AF396182										AJ429299		EU336953								
Pterostyrax psilophyllus																		AF396447			DQ317996																		DQ318008					AF396183					AF396156								DQ317980					AF396184												DQ317988								
Leucothoe fontanesiana																		AF358903								JF801198									FJ008957									JF801631					AF124585								AF366612													JF801458		JF801300										
Leucothoe griffithiana																		JF801554								JF801196									FJ008971									JF801629							FJ665785																			JF801456		JF801298										
Erica anguliger																		HQ858907																												AM889614			GQ248604																GQ248775	GQ248301						GQ248124						GQ248937				
Erica sicula																		AY520804								GU176689									GU176724	AJ235465													AF419823		GU176657						AY520776															U61341										
Cassiope mertensiana																				JQ248017						GU176711									GU176745									EF409946	AF419798				L12603		DQ000598																					U61346										
Pyrola elliptica																		AF133739								FJ378635																		FJ378609					HQ590228								FJ378550															HQ593404						HQ594096				
Pyrola rotundifolia									AF091963									FJ378588								FJ378642																		FJ378616	AF419810				L12622								FJ378557															JN895849										
Rhododendron weyrichii																		EU855878								EU855990									EU855965									AB038802													AB038902				EU855934	AB038852										EU855910										
Rhododendron mayebarae																		EU855860								EU855979									EU855950									AB038819													AB038919				EU855923	AB038869										EU855895										
Rhododendron campylogynum																		AY877280													AY842171	AY765636	AY765632	AY765635																											AY765633																		AY765634			
Rhododendron reticulatum																		X96808								EU855983									EU855954									AB038824													AB038924				EU855926	AB038874										EU855899										
Rhododendron lagopus																		EU855859								EU855978									EU855949									AB038815													AB038915				EU855922	AB038865										EU855893										
Rhododendron delavayi																		EF028350								DQ784110																		HM636523					JF943881		DQ784096																			DQ784093		JF955948		HQ706961								
Rhododendron bagobonum			GU549655																													GU445753	GU445441	GU445675																			GU549551								GU445519																		GU445597			
Rhododendron roxieanum																																AY765756	AY765752	AY765755										EU087417																	AY765753											EU087354							AY765754			
Rhododendron euonymifolium																															AY842183	GU445768	GU445456	GU445690																											GU445534													AY842233					GU445612			
Rhododendron tosaense																		AB105233								AB105282	AB105300								EU855960									AB105263																	EU855929	AB105250										EU855905										
Rhododendron adenopodum																																AY765846	AY765842	AY765845										EU087363																	AY765843											EU087299							AY765844			
Rhododendron serpyllifolium																		AB105230								AB105281	AB105299								EU855958									AB105262													AB038934					AB038884										EU855902										
Rhododendron decorum																		FJ873388								DQ988998																		EU087380					JF943876		DQ784097																			DQ784094		JF955944		HQ706959								
Rhododendron maculiferum																																AY765780	AY765776	AY765779										EU087398																	AY765777											EU087335							AY765778			
Rhododendron madulidii			GU549651																													GU445741	GU445429	GU445663																			GU549547								GU445507																		GU445585			
Rhododendron yongii			GU549630																													GU445724	GU445412	GU445646																			GU549526								GU445490																		GU445568			
Rhododendron culminicola																															AY842175	GU445700	GU445388	GU445622																											GU445466													AY842218					GU445544			
Rhododendron correoides			GU549650																													GU445740	GU445428	GU445662																			GU549546								GU445506																		GU445584			
Rhododendron pseudobuxifolium			GU549648																													GU445751	GU445439	GU445673																			GU549544								GU445517																		GU445595			
Rhododendron celebicum			GU549645																													GU445737	GU445425	GU445659																			GU549541								GU445503																		GU445581			
Rhododendron multicolor			GU549637																													GU445744	GU445432	GU445666																			GU549533								GU445510																		GU445588			
Rhododendron salicifolium			GU549628																													GU445718	GU445406	GU445640																			GU549524								GU445484																		GU445562			
Rhododendron agastum																		EF028368								DQ784113																		DQ784108					JF943823		DQ784105																			DQ784095		JF955893		HQ706950								
Rhododendron stapfianum			GU549626																													GU445721	GU445409	GU445643																			GU549528								GU445487																		GU445565			
Rhododendron orbiculatum			GU549627																													GU445720	GU445408	GU445642																			GU549523								GU445486																		GU445564			
Stewartia serrata																		AY070321																										HM100647					AF380060							AY163736													AY070285	AY070303		AF380105		HM100583								
Enkianthus chinensis							JF941451											JF976279								FJ357263										AJ621818								AF452225			AF351976																									JF953672										
Polyspora axillaris																		AY214930																	AF421058	AF420971								AY214937					AF380047						AF420930	AF421008																AF380090										
Halesia diptera																		AF396441																		AJ236226								AF396169										AF479157								AF396170									GQ141150			EU336948								
Actinidia macrosperma				AY323413										AY325418										KC408091	KC408115																			KC408221																		KC408172										AF322599		KC408169								
Calluna vulgaris																		HQ858884								GU176687									GU176722									GQ244671	AF419797				HE963372		GU176655																					JN895888		HE966529								
Gaultheria tasmanica																		AF358901								JF801277									FJ008954									JF801710					U82765								AF366610													JF801537		AF124568										
Gaultheria pyroloides									DQ073475									HM597252								JF801251									FJ008968									HM597513					AF124590								AF366601													HM597426		AF124567										
Gaultheria eriophylla																		AF358884								JF801238									JF801415									JF801670	AF419804				L12618								AF366594													JF801498		JF801337										
Gaultheria shallon																		AF358899								JF801229									JF801410									JF801662			AF351967		AF124574								AF366608													JF801489		AF124565										
Gaultheria hispida																		FJ665707								JF801274									FJ665795									JF801707							FJ665767						AF366598													JF801534		FJ665751										
Gaultheria antarctica																		AF358880								JF801287									FJ008937									JF801720							FJ665761						AF366590													JF801547		AF366627										
Gaultheria poeppigii																		JF801601								JF801254									FJ008948									JF801687							FJ665779						AF366604													JF801514		AF366642										
Gaultheria macrostigma																		FJ665711								JF801276									FJ665799									JF801709			AF351968				FJ665772																			JF801536		JF801369										
Gaultheria sclerophylla																		AF358898								JF801265									FJ008951									JF801698							FJ665784						AF366607													JF801525		AF366646										
Symplocos paniculata																		AY336263																			DQ086312					EU264360		AY336430					Z83139													AB115336								AY336382		AY336340		HQ427077								
Camellia chekiangoleosa		GU722454													JN944577			EU579686																															HQ427229																							HQ427374		HQ427072	AB364655							
Empetrum rubrum					HM147026													AF519548								HM147003									GU176721						HM146968								GU176642		GU176654																					U61342										
Empetrum atropurpureum					HM147049													GU176625								HM146969									GU176719						HM146931								GU176641		DQ000601																					U61355										
Galax urceolata																		AY049796																	AF421057	AY725936									L49281				Z80184					AY727983	AF420929	AF421007																L48576										
Erica discolor						JF728363												HQ859013																												AM889615			GQ248605																AM889803	GQ248302						AM889710						JF728331				
Rhododendron sulfureum	GU549844																															AY765492	AY765488	AY765491																											AY765489																		AY765490	GU549763	GU382734	
Rhododendron lowii			GU549657																												AY842202	GU445733	GU445421	GU445655																			GU549553								GU445499																		GU445577			
Rhododendron canescens									AY561837									AF072482														AY765858	AY765854	AY765857															AF419830												AY765855																		AY765856			
Rhododendron loranthiflorum																		AY877276													AY196049	GU445712	GU445400	GU445634																											GU445478													AY196012					GU445556			
Rhododendron albiflorum																		X97427														AY765978	AY765974	AY765977										AF394266																	AY765975											U61358							AY765976			
Rhododendron catawbiense																																AY765810	EU822191	AY765809										AY496915									EU822174								AY765807											AY494174							AY765808			
Rhododendron smirnowii																		HM854161														AY765828	AY765824	AY765827										AY496921																	AY765825											AY494180							AY765826			
Rhododendron tuba																		AY877300													AY196062	GU445693	GU445381	GU445615																											GU445459													AY196025					GU445537			
Rhododendron grande																		GU176633								GU176706					AY842172				DQ002383									EU087385					GU176646		EU669886																					DQ002360		AY842214								
Rhododendron afghanicum	GU549857																															AY765660	AY765656	AY765659																											AY765657																		AY765658	GU549776	GU382747	
Rhododendron macrophyllum																																AY765768	EU822201	AY765767										AY496914									EU822180								AY765765											AY494173							AY765766			
Rhododendron luteum																		X96814														AY765876	AY765872	AY765875										AF394263																	AY765873											AY494182							AY765874			
Rhododendron canadense																		X96811														AY765888	AY765884	AY765887										AF452212																	AY765885											AB012735							AY765886			
Rhododendron eymae			GU549636																												AY842184	GU445732	GU445420	GU445654																			GU549532								GU445498																		GU445576			
Rhododendron degronianum																																AY765834	AY765830	AY765833										AB038845													AB038945				AY765831	AB038895																	AY765832			
Rhododendron keiskei																																AY765690	AY765686	AY765689										AB038842													AB038942				AY765687	AB038892																	AY765688			
Rhododendron hippophaeoides																		JF978286								GU176707									GU176742							EU264319			AF419807				JF943925		EU669887																					JF955989		JN046840								
Rhododendron veitchianum	GU549848																															AY765480	AY765476	AY765479																											AY765477																		AY765478	GU549767	GU382738	
Stewartia pteropetiolata																		HM100459																										HM100596					AF380044							AY163738	HQ158523												AY070278	AY070291		AF380087		HM100529								
Pieris floribunda																		EU547694																							AB206609			EU547712					AF124577			EU547705										AB206649										U61304		EU547720								
Diapensia lapponica																		AF396235																	AF421052	AF420967									L49278				L12612					AY727986	AF420923	AF421001																AJ429283										
Pernettya prostrata																		AF358892								JF801256									FJ008946									JF801689			AF351970										AF366602													JF801516		AF366640										
Actinidia melanandra				AY323412										AY339793				AF323808						KC408092	KC408116																			AJ549005																		KC408174										AF322600		AF543456								
Gaultheria nummularioides																		JF976412								HM597632									FJ008947									JF801723					JF941682		FJ665775						AF366603													HM597462		AF366641										
Gaultheria pumila																		AF358896								JF801260									FJ008950									JF801693							FJ665781						AF366621													JF801520		AF366644										
Vaccinium myrtillus																		GU361894								DQ073200									AF419757									GQ245637					JN892169		HM182064			AY727974				JN254610				DQ073325										JN893949										
Camellia oleifera		GU722488																HM061452																										GQ487445					GQ436646								HQ158525											GQ487415		GQ487385				GQ435325	AB364667							
Erica carnea									DQ065768									HQ858963																	AJ429105									AJ430875					FR865145								AY520762							AJ430997		FR865096						AY517908										
Andromeda polifolia									DQ065770									AF358872								JF801191									JF801387									JF801624					JN965231		HM182067						AF366584													JF801451		JN966079										
Rhododendron vanvuurenii			GU549642																												AY842209	GU445735	GU445423	GU445657																			GU549538								GU445501													AY842224					GU445579			
Rhododendron mekongense																		JF978325														AY765702	AY765698	AY765701															JF943962												AY765699											JF956022		HQ706997					AY765700			
Rhododendron farrerae																		EU855854								EU855973									EU855944									AB038799					HQ706904								AB038899				EU855917	AB038849										AF440427		HQ706967								
Rhododendron lapponicum																		JN999454														AY765522	AY765518	AY765521										GQ245396					JN965810												AY765519											JN966496							AY765520			
Rhododendron commonae			GU549612																												AY196045	GU445708	GU445396	GU445630																			GU549508								GU445474													AY196008					GU445552			
Rhododendron occidentale																		HQ453194														AY765864	AY765860	AY765863										AF396215																	AY765861	AF396216										AY494184							AY765862			
Rhododendron williamsii			GU549660																												AY196081	GU445750	GU445438	GU445672																			GU549556								GU445516													AY196044					GU445594			
Rhododendron burttii			GU549631																												AY842182	GU445725	GU445413	GU445647																			GU549527								GU445491													AY842222					GU445569			
Rhododendron sarcodes			GU549653																												AY842206	GU445752	GU445440	GU445674																			GU549550								GU445518													AY842226					GU445596			
Rhododendron aureum																		AF393409														AY765774	EU822204	AY765773										AY496918									EU822186								AY765771											AY494177							AY765772			
Rhododendron laetum			GU549617																												AY196057	GU445699	GU445387	GU445621																			GU549513								GU445465													AY196020					GU445543			
Rhododendron kiyosumense																		AB126640								EU855977									EU855948									AB038822													AB038922				EU855921	AB038872										EU855892										
Rhododendron genestierianum																		JF978272														AY765642	AY765638	AY765641															JF943910												AY765639											JF955976		JN046827					AY765640			
Rhododendron ungernii			GU549702																													AY765786	AY765782	AY765785										AY496919									GU549598								AY765783											AY494178							AY765784			
Rhododendron meliphagidum	GU549836																														AY842203	GU445762	GU445450	GU445684																											GU445528																		GU445606	GU549755	GU382726	
Pieris nana																		EU547687								AB259355															AB206610			AB206640					AF124582													AB259358										U61310		EU547716		AB546357						
Pieris phillyreifolia																		EU547695																							AB206608			AB206638			AF351972		AF124573			EU547707										AB206648										U61309		EU547721								
Bruinsmia styracoides																		AF396438																	AF421045	AY725935								AF396163					AF421086					AY727982	AY725914	AY725894						AF396164												EU336947								
Chamaedaphne calyculata																		JF801558																	FJ008930									JF801634	AF419800				L12606						JN808446		AF366619													JF801461		AF015630										
Actinidia rufa														AY325349				JF980333						KC408090	KC408114																			AJ549014					AJ549059													KC408196										AF323967		KC408168								
Phyllodoce nipponica												AB764395	AB764488					U48606				AB764397	AB764430			GU176702									GU176737														U49292		DQ000606											AB210059										DQ002359										
Menziesia pilosa																		AB080080								GU176704									GU176740									AB080040					U49293		GU176665										EU855914	AB080050										AB080030		AB080060								
Kalmia procumbens							JN965616											JN999279								JX890296									JX890298									GQ245050					U49288								AB247966													AB247971		U61352										
Kalmia angustifolia																		U48599								GU176694									DQ002376									AB247964					AF419826		DQ000602						AB247969													AB247972		U61348										
Franklinia alatamaha								HM100351										HM100445			HM100413														HM100319	HM100289								HM100590					AF380040							AY163731																AF380082		HM100514								
Rhododendron semibarbatum																		X96812														AY765936	AY765932	AY765935										AB080043																	AY765933	AB080053										AF440430		AB080063					AY765934			
Rhododendron vanderbiltianum	GU549843		GU549692																													GU445763	GU445451	GU445685																			GU549588								GU445529																		GU445607	GU549762	GU382733	
Rhododendron championiae																		AF393426														AY765732	AY765728	AY765731										AF452188					HQ706894												AY765729											AF454858		HQ706957					AY765730			
Rhododendron fallacinum	GU549827		GU549666																													GU445754	GU445442	GU445676																			GU549562								GU445520																		GU445598	GU549746	GU382717	
Rhododendron renschianum	GU549820		GU549649																													GU445739	GU445427	GU445661																			GU549545								GU445505																		GU445583	GU549739	GU382710	
Rhododendron rubineiflorum			GU549603															AY877294													AY196051	GU445707	GU445395	GU445629																			GU549499								GU445473													AY196014					GU445551			
Rhododendron maxwellii	GU549808		GU549634																													GU445723	GU445411	GU445645																			GU549530								GU445489																		GU445567	GU549727	GU382698	
Rhododendron brookeanum	GU549824		GU549652																													GU445746	GU445434	GU445668																			GU549548								GU445512																		GU445590	GU549743	GU382714	
Rhododendron macabeanum	GU549854																															AY765744	AY765740	AY765743										EU087386																	AY765741											EU087323							AY765742	GU549773	GU382744	
Rhododendron rousei			GU549629															AY877291													AY196079	GU445726	GU445414	GU445648																			GU549525								GU445492													AY196042					GU445570			
Rhododendron brachycarpum																																AY765762	EU822195	AY765761										AB038847									EU822178				AB038947				AY765759	AB038897										AY494176							AY765760			
Rhododendron yelliottii	GU549795		GU549616																													GU445702	GU445390	GU445624																			GU549512								GU445468																		GU445546	GU549714	GU382685	
Rhododendron crassifolium	GU549825		GU549656																													AY765606	AY765602	AY765605																			GU549552								AY765603																		AY765604	GU549744	GU382715	
Rhododendron perakense	GU549835		GU549683																													GU445766	GU445454	GU445688																			GU549578								GU445532																		GU445610	GU549754	GU382725	
Rhododendron forrestii																		JF978264														AY765750	AY765746	AY765749										EU087408					JF943903												AY765747											JF955969		JN046819					AY765748			
Rhododendron himantodes	GU549829		GU549669																													GU445756	GU445444	GU445678																			GU549565								GU445522																		GU445600	GU549748	GU382719	
Rhododendron rushforthii	GU549832		GU549674																													GU445770	GU445458	GU445692																			GU549570								GU445536																		GU445614	GU549751	GU382722	
Rhododendron kaempferi																		X96804								EU855975	AB105296								EU855946									AB038828					AF419832								AB038928				EU855919	AB038878										AB080032		AB080062								
Rhododendron calendulaceum																		AF072481								GU176705						AY765870	AY765866	AY765869	GU176741																GU176666										AY765867											GU176675							AY765868			
Rhododendron nipponicum																		AF452234														AY765942	AY765938	AY765941										AF452215													AB038936				AY765939	AB038886										AB012739							AY765940			
Rhododendron indicum																		AB105220								EU855974	AB105293								EU855945									AB038829					HM850305								AB038929				EU855918	AB038879										HM850858		HQ706984								
Rhododendron dielsianum	GU549791		GU549602																													AY765582	AY765578	AY765581																			GU549498								AY765579																		AY765580	GU549710	GU382681	
Rhododendron lagunculicarpum			GU549641															AY877289													AY842201	GU445734	GU445422	GU445656																			GU549537								GU445500													AY196041					GU445578			
Rhododendron christii			GU549619															AY877269													AY196054	GU445701	GU445389	GU445623																			GU549515								GU445467													AY196017					GU445545			
Rhododendron pauciflorum	GU549802		GU549663																													GU445727	GU445415	GU445649																			GU549559								GU445493																		GU445571	GU549721	GU382692	
Rhododendron minus	GU549853		GU549694																													AY765564	AY765560	AY765563																			GU549590								AY765561																		AY765562	GU549772	GU382743	
Rhododendron dilatatum																		AB105236								EU855971	AB105311								EU855942									AB038807													AB038907				EU855916	AB038857										EU855886										
Rhododendron arenicola	GU549816		GU549643																													GU445742	GU445430	GU445664																			GU549540								GU445508																		GU445586	GU549735	GU382706	
Rhododendron hypoleucum	GU549851		GU549698																													AY765708	AY765704	AY765707																			GU549594								AY765705																		AY765706	GU549770	GU382741	
Rhododendron suaveolens	GU549815		GU549623																													GU445716	GU445404	GU445638																			GU549519								GU445482																		GU445560	GU549734	GU382705	
Rhododendron leptothrium																		AF393420														AY765924	AY765920	AY765923										AF452201					JF943951												AY765921											JF956011		JN046865					AY765922			
Rhododendron buxifolium	GU549801		GU549635																													GU445722	GU445410	GU445644																			GU549531								GU445488																		GU445566	GU549720	GU382691	
Rhododendron asperulum	GU549833		GU549686																													AY765618	AY765614	AY765617																			GU549582								AY765615																		AY765616	GU549752	GU382723	
Rhododendron gaultheriifolium	GU549838		GU549675																													GU445761	GU445449	GU445683																			GU549571								GU445527																		GU445605	GU549757	GU382728	
Rhododendron adinophyllum	GU549841		GU549684																													GU445765	GU445453	GU445687																			GU549575								GU445531																		GU445609	GU549760	GU382731	
Rhododendron edanoi	GU549807		GU549625																													GU445719	GU445407	GU445641																			GU549521								GU445485																		GU445563	GU549726	GU382697	
Rhododendron albrechtii																		X96809														AY765972	AY765968	AY765971										AB038839													AB038939				AY765969	AB038889										AB012737							AY765970			
Rhododendron nanophyton			GU549676															AY877290													AY842188	GU445758	GU445446	GU445680																			GU549572								GU445524													AY842217					GU445602			
Rhododendron alternans	GU549819		GU549670																													GU445736	GU445424	GU445658																			GU549566								GU445502																		GU445580	GU549738	GU382709	
Rhododendron wardii																		JF978455														AY765738	AY765734	AY765737										EU087371					JF944103												AY765735											JF956147		JN047018					AY765736			
Styrax officinalis																		AF327489																	AF421084	AF420984								AF396197					AF396159						AF420950	AF421032						AF396198		AJ431011								AJ429300										
