Mussaenda esquirolii																		JF954652																		JF942561																													JN045504																			
Mussaenda raiateensis																AF242983		AY538406																		AY538500																																																
Mussaenda scratchleyi																AJ320079	HM042451																			AJ318447																																																
Psychotria butayei																JN643127																																												JN643427		JN643251																						
Psychotria borucana																AF370039	AF072021																			AJ002180																																																
Psychotria sarmentosa																AF410751																																												JN643530		JN643358																						
Psychotria unicarinata																AF410761																																												JN643550		JN643379																						
Psychotria megistophylla																AF410734																																												JN643501		JN643328																						
Psychotria tenuissima																JN643209																																												JN643544		JN643374																						
Psychotria iteophylla																AF410726																																												JN643465		JN643289																						
Psychotria bimbiensis																JN643122																																												JN643417		JN643243																						
Psychotria schweinfurthii																AF410752																																												JN643532		JN643360																						
Psychotria brevicaulis																JN643125																																												JN643423		JN643248																						
Psychotria obovata																AF410739																																												JN643506		JN643333																						
Psychotria leucopoda																AF410730																																												JN643491		JN643316																						
Psychotria chiriquiensis																	AF071999	JQ588988																		JQ593754																																																
Psychotria globiceps																JN643141																																												JN643453		JN643276																						
Psychotria vogeliana																AF410764																																												JN643553		JN643382																						
Psychotria ingentifolia																JN643147																																												JN643461		JN643285																						
Psychotria iringensis																JN643149																																												JN643463		JN643287																						
Psychotria pubescens																	AF071997	JQ589014																		JQ593826																																																
Psychotria daphnoides																AF369858																																												JN643441		JN643265																						
Psychotria confertiloba																AF369857																																												JN643435		JN643260																						
Psychotria brownei																AF369855																																												JN643425		JN643250																						
Psychotria arborea																JN643117																																												JN643410		JN643237																						
Psychotria cryptogrammata																JN643135																																												JN643438		JN643262																						
Psychotria orophila																AF410740																																												JN643507		JN643334																						
Psychotria berteriana																	AF072003	JQ589731																		JQ594732																																																
Psychotria bakossiensis																JN643119																																												JN643414		JN643240																						
Psychotria parvula																AF410741																																												JN643508		JN643335																						
Psychotria turbinata																AF410760																																												JN643546		JN643375																						
Psychotria albicaulis																AF410692																																												JN643404		JN643231																						
Psychotria faucicola																AF410714																																												JN643449		JN643271																						
Psychotria brieyi																JN643126																																												JN643424		JN643249																						
Psychotria psychotriifolia																	FJ208631																			GQ981858																													FJ208690																			
Psychotria berteroana																		HM446735																		HM446859																													HM446989																			
Psychotria alsophila																JN643113																																												JN643405		JN643232																						
Psychotria solfiana																JN643201																																												JN643537		JN643364																						
Psychotria linearisepala																AF410731																																												JN643492		JN643317																						
Psychotria coptosperma																AF410708																																												JN643436		JN643261																						
Psychotria auxopoda																AF410693																																												JN643668		JN643667																						
Psychotria cupularis																AF410710																																												JN643440		JN643264																						
Psychotria heterosticta																JN643143																																												JN643457		JN643281																						
Psychotria microdon																AF369861	AF072013																			JQ593793																																																
Psychotria elata																	AF072011	JQ589662																		JQ594651																																																
Psychotria eminiana																AF410712																																												JN643445		JN643268																						
Psychotria subobliqua																JN643205																																												JN643540		JN643370																						
Psychotria bifaria																JN643121																																												JN643416		JN643241																						
Psychotria grandiflora																AF410716	AY350670																																																																		AY350699	
Psychotria fernandopoensis																JN643139																																												JN643450		JN643273																						
Psychotria cinerea																JN643132																																												JN643434		JN643259																						
Rudgea hostmanniana																AF003615	AF149411																																													JN643385																						
Virectaria belingana																	AM981281																																										AM982765																FM160676									
Virectaria angustifolia																	AM981278																																										AM982764																FM160675									
Myrmephytum selebicum																AF410691	AF034916																																													JN643225																						
Rondeletia intermixta																AF004077																				AM117264																								AF152742																								
Rondeletia pilosa																AF243014	AY730332																																											AF152744																								
Rondeletia inermis																AF243012	AY730315																																											AF152745																								
Erithalis quadrangularis																	AF484182																														AF484201													AF483641																								
Erithalis diffusa																	AF484167																														AF484187													AF483628																								
Erithalis odorifera																	AF484180																														AF484198													AF483640																								
Erithalis salmeoides																	AF484183																														AF484203													AF483642																								
Otiophora cupheoides																AM266832	AM267008																			AJ288613																																																
Asperula tinctoria						X76457																																																																GU357254	GU357382													
Asperula orientalis																																																																						GU357245	GU357373		HM061072											
Asperula hirta						X81670																																																																GU357261	GU357388													
Asperula gussonei						X81690																																																																GU357257	GU357384													
Asperula taurina																																																																						GU357242	GU357370		HM061073											
Asperula chlorantha						X81681																																																																GU357259	GU357386													
Arcytophyllum rivetii						EU542922										AF333362	AM182071																																																																			
Amphidasya longicalycina																AM900637	HM042461																																																									HM042518										
Amphidasya colombiana																AF242906	HM042459																																																									HM042517										
Praravinia verruculosa																AM900612	HM042480																																																									HM042539										
Praravinia suberosa																EU145514	EU145387																			AJ288616																																																
Notopleura uliginosa																AF147581	AF149408																			JQ593722																																																
Gardenia saxatilis																																				JX312196												JX436171																	JX312208																			
Gardenia collinsae																																				JX312202												JX436176																	JX312214																			
Gardenia sootepensis																																				JX312198												JX436173																	JX675230																			
Gardenia volkensii																		JF270793																		JF265446																													JX675229																			
Guettarda foliacea																		JQ588956																		JQ593679																													GQ982237																			
Guettarda macrosperma																	DQ063681	JQ588959																		JQ593682																																																
Sabicea panamensis																	AM409033	JQ589058																		JQ593893																																																
Stelechantha ziamaeana																AM900609	HM042484																																																									HM042542										
Stelechantha arcuata																HM042571	HM042483																																																									HM042540										
Canthium oligocarpum																	AJ617755																																					FN386391						AJ620129																								
Canthium carinatum																	FN386377																																					FN386390						FN386321																								
Peponidium marojejyense																	EU584308																											EU584377																FN386361																								
Canthium horridum																		HQ415390																		HQ415226												HQ415572																																				
Cruckshanksia hymenodon						AJ234004										EU145502																				AJ288599																																																
Petitiocodon parviflorum																													FM177154	FM177164																														FM177174																								
Oldenlandia robinsonii																EU543061																										EU543147															EU557751																											
Multidentia concrescens																	AJ315086																																					FN386403								HM164274																						
Tricalysia crepiniana																													FM177158	FM177169																														FM177179																								
Tricalysia zambesiaca																													FM177159	FM177170																														FM177180																								
Malanea forsteronioides													GQ852233			GQ852409	GQ852144																																																																			
Cyclophyllum balansae																	EU584290																											EU584357																EF205630																								
Cyclophyllum barbatum																	AJ617760																											EU584356																AJ620135																								
Cyclophyllum merrillianum																FJ150616																																						FJ150432						FJ150540																								
Hymenodictyon parvifolium																		JF270827																		JF265480																								FN376382																								
Bullockia mombazensis																	EU584261																											EU584320																FN386319																								
Bullockia setiflora																		JF270675																		JF265322																								FN386369																								
Bullockia fadenii																	EU584260																											EU584319																FN386318																								
Bullockia pseudosetiflora																	AJ617757																											EU584322																AJ620131																								
Maschalocorymbus corymbosus																AM900611	EU145384																			AJ288611																																																
Rytigynia parvifolia																	AJ874998																																					FN386431						AJ874965																								
Rytigynia sambavensis																	AJ875000																																					FN386433						AJ874966																								
Rytigynia umbellulata																	AJ875004																																					FN386441						AJ874970																								
Rytigynia seyrigii																	AJ875001																																					FN386435						AJ874967																								
Rytigynia adenodonta																	AJ874990																																					FN386420						AJ874953																								
Rytigynia eickii																	AJ874994																																					FN386425						AJ874957																								
Rytigynia humbertii																	FN386387																																					FN386426						FN386356																								
Rytigynia bagshawei																	AJ315101																																					FN386421						AJ620171																								
Rytigynia beniensis																	AJ874991																																					FN386422						AJ874954																								
Rytigynia celastroides																	AJ874992																																					FN386423						AJ874955																								
Rytigynia xanthotricha																	AJ875005																																					FN386442						AJ874971																								
Rytigynia decussata																	AJ874993																																					FN386424						AJ874956																								
Ciliosemina pedunculata						GQ852001							GQ852292																																															GQ852480																								
Nauclea subdita																	AJ346876																			AJ346996																								AJ346936																								
Nauclea xanthoxylon																	AJ346877																			AJ346995																								AJ346937																								
Psydrax dicoccos																		HQ415371																		HQ415225												HQ415571																																				
Psydrax locuples																	AJ617770	JF270903																		JF265561																																																
Tocoyena williamsii																	AF493496																	AF493497																																	AF493540																	
Tocoyena longiflora																	AF493494																	AF493495																																	AF493539																	
Neoleroya verdcourtii																	AJ617764																											EU584328																AJ719192																								
Fadogiella stigmatoloba																	AJ315100																																					FN386401						AJ620141																								
Margaritopsis guianensis													JX155144			JX155188	JX155098																																																																			
Dictyandra arborescens						DQ131723										AM117300																				AJ286708																																																
Galium uncinulatum																																																																						GU357211	GU357339		HM060999											
Galium latifolium																																																																						HM055790	HM055829		HM060994											
Galium thunbergianum																																																																						HM055804	HM055843		HM061061											
Galium uniflorum																																																																						HM055805	HM055844		HM060995											
Galium uliginosum																		JN895565																		JN893031																																			GU357414													
Galium hintoniorum																																																																						GU357199	GU357327		HM061005											
Galium correllii																																																																						HM055780	HM055819		HM061008											
Galium proliferum																																																																						GU357196	GU357324		HM060989											
Galium grande																																																																						HM055786	HM055825		HM061050											
Galium matthewsii																																																																						HM055791	HM055830		HM061035											
Galium murale						X81673																																																																GU357297	GU357425													
Galium dempsterae																																																																						HM055783	HM055822		HM060998											
Galium oreganum																																																																						GU357234	GU357362		HM061058											
Galium circaezans																																																																						GU357228	GU357356		HM060992											
Galium divaricatum						X76460																																																																GU357295	GU357423													
Galium verrucosum						X76471																																																																GU357301	GU357429													
Galium virgatum																																																																						GU357197	GU357325		HM060990											
Galium parishii																																																																						GU357192	GU357320		HM060984											
Galium nigroramosum																																																																						HM055794	HM055833		HM061012											
Galium fendleri																																																																						GU357195	GU357323		HM061022											
Galium wigginsii																																																																						HM055806	HM055845		HM060986											
Galium martirense																																																																						GU357215	GU357343		HM061051											
Galium sparsiflorum																																																																						HM055803	HM055842		HM061054											
Galium rzedowskii																																																																						HM055799	HM055838		HM061003											
Galium carterae																																																																					HM055777		HM055816		HM060987											
Galium corymbosum																																																																					HM055782	HM055781	HM055820													
Galium bermudense																																																																						HM055787	HM055826		HM060996											
Galium johnstonii																																																																						HM055789	HM055828		HM061043											
Galium collomiae																																																																						GU357190	GU357318		HM060982											
Galium oresbium																																																																						HM055797	HM055836		HM061007											
Galium carmenicola																																																																						HM055776	HM055815		HM061001											
Galium coloradoense																																																																						GU357226	GU357354		HM061032											
Galium richardianum																																																																						GU357207	GU357335		HM061019											
Galium kamtschaticum																																																																						GU357232	GU357360		HM061065											
Galium microphyllum																																																																						HM055792	HM055831		HM061018											
Galium jepsonii																																																																						GU357219	GU357347		HM061042											
Galium tricornutum																																				JN893144																																		GU357302	GU357430													
Galium gracilicaule																																																																						GU357208	GU357336		HM061020											
Galium argense																																																																						GU357221	GU357349		HM061024											
Galium obtusum																																																																						HM055796	HM055835		HM061071											
Galium porrigens																																																																						GU357214	GU357342		HM061053											
Galium seatonii																																																																						HM055800	HM055839		HM061002											
Galium wrightii																																																																						GU357191	GU357319		HM060983											
Galium arkansanum																																																																					HM055773		HM055812		HM060993											
Galium latoramosum																																																																						GU357206	GU357334		HM061017											
Galium triflorum																																				HE574631																																		GU357305	GU357433													
Galium bigeminum																																																																						GU357204	GU357332		HM061015											
Galium trifidum																																																												GQ244991										GU357250	GU357378													
Galium cliftonsmithii																																																																						HM055779	HM055818		HM061049											
Galium hirtum																																																																						GU357202	GU357330		HM061013											
Galium lilloi																																																																						GU357209	GU357337		HM061021											
Galium texense																																																																						GU357198	GU357326		HM060991											
Galium intricatum						X81674																																																																GU357299	GU357427													
Galium multiflorum																																																																						GU357223	GU357351		HM061030											
Galium grayanum																																																																						GU357227	GU357355		HM061027											
Galium stellatum																																																																						GU357229	GU357357		HM061045											
Galium pilosum																																																																						GU357200	GU357328		HM061006											
Galium pendulum																																																																						HM055798	HM055837		HM061004											
Galium juniperinum																																																																						GU357210	GU357338		HM060997											
Galium megapotamicum																																																																						GU357203	GU357331		HM061014											
Galium hystricocarpum																																																																						GU357212	GU357340		HM061000											
Galium hallii																																																																						GU357220	GU357348		HM061057											
Galium volcanense																																																																						GU357193	GU357321		HM060985											
Galium rotundifolium																																																																						GU357230	GU357358		HM061059											
Galium perralderi						X81682																																																																GU357300	GU357428													
Pauridiantha bridelioides																HM042573	HM042486																																																									HM042543										
Pauridiantha canthiiflora																AM900604	HM042488																																																									HM042545										
Pauridiantha efferata																HM042575	HM042490																																																									HM042550										
Pauridiantha pyramidata																AM900607	HM042496																																																									HM042555										
Pauridiantha viridiflora																HM042584	HM042503																																																									HM042565										
Pauridiantha microphylla																HM042578	HM042494																																																									HM042553										
Pauridiantha dewevrei																AM900603	HM042489																																																									HM042549										
Pauridiantha sylvicola																AM900602	HM042501																																																									HM042563										
Pauridiantha pleiantha																HM042579	HM042495																																																									HM042558										
Pauridiantha hirtella																HM042577	HM042492																																																									HM042552										
Pauridiantha schnellii																AM900606	HM042497																																																									HM042560										
Pauridiantha mayumbensis																AM900601	HM042493																																																									HM042554										
Pauridiantha siderophila																HM042580	HM042498																																																									HM042562										
Breonia perrieri																	AJ346862																			AJ346972																								AJ346917																								
Breonia macrocarpa																	AJ346861																			AJ346971																								AJ346916																								
Breonia havilandiana																	AJ346860																			AJ346970																								AJ346915																								
Carapichea ipecacuanha						DQ131773										AF370040	GU361082																			AJ002184																																																
Schradera subandina						AJ234014							AM945264																							Y11859									AM945313																																							
Rosenbergiodendron formosum																	AF493490	GQ982087																		GQ981867																													GQ982354																			
Pogonopus exsertus																FJ884669																																												FJ948409		FJ948340			FJ860197																			
Retiniphyllum pilosum													HM164392			AF004076																				AF331654																								EU145536																								
Danais vestita												JQ729946		JQ729882		JQ729706	JQ729819																																																																			
Houstonia rubra																							DQ012743	DQ012878							DQ012673																													DQ012807																								
Houstonia serpyllifolia																							DQ012767	DQ012899							DQ012700																													DQ012829																								
Houstonia pusilla																							DQ012763	DQ012907							DQ012697																													DQ012835																								
Houstonia procumbens																							DQ012752	DQ012909							DQ012684																													DQ012847																								
Houstonia rosea																							DQ012753	DQ012908							DQ012687																													DQ012844																								
Houstonia canadensis																							DQ012800	DQ012933							DQ012732																													DQ012875																								
Foonchewia guangdongensis						JQ002650							JQ002644			JQ002638																				JQ002642																																																
Hedyotis macrostegia						EU542947										AF002767	AM942768																									EU543102																																										
Uncaria guianensis																	AJ414546										AJ812081									AJ347007																								AJ346952																								
Randia grandifolia																	AF493455	JQ589607																		JQ594583																														AF493513																		
Saprosma foetens						FJ695386										DQ662218	FJ695460																			DQ662193																																																
Corynanthe mayumbensis						DQ131715											AJ346864																			AJ346976																								AJ346921																								
Bikkia macrophylla						GQ851982							GQ852175			GQ852373																																												GQ852466																								
Amphistemon rakotonasolianus						GU475970										GU475978																										GU475982															GU475974																											
Amphistemon humbertii						GU475969										GU475977																										GU475981															GU475973																											
Gaertnera belemutensis																	AF333818																		AF333849			AF333877	AF333907																																													
Gaertnera junghuhniana																	AF333828																		AF333859			AY046365	AY046387																																													
Gaertnera longifolia																	AF333829																		AF333860			AY046337	AY046390																																													
Gaertnera aphanodioica																	AF333817																		AY046371			AF333876	AY046381																																													
Gaertnera inflexa																	AF333827																		AF333858			AY046335	AF333915																																													
Gaertnera drakeana																	AF333822																		AF333853			AY046348	AF333910																																													
Gaertnera vaginans																AF002737	AF333841																					AY046350	AF333924																																													
Gaertnera fractiflexa																	AF333824																		AF333855			AY046358	AF333912																																													
Gaertnera pauciflora																	AF333834																		AF333865			AF333893	AF333920																																													
Gaertnera edentata																	AF333823																		AF333854			AF333882	AF333911																																													
Gaertnera globigera																	AF333825																		AF333856			AY046334	AF333913																																													
Gaertnera brevipedicellata																	AF333819																		AF333850			AY046345	AY046384																																													
Gaertnera lowryi																	AF333830																		AF333861			AY046341	AF333918																																													
Gaertnera cuneifolia																	AF333821																		AF333852			AY046346	AY046386																																													
Gaertnera ternifolia																	AF333840																		AF333870			AY046360	AF333923																																													
Gaertnera hispida																	AF333826																		AF333857			AF333885	AF333914																																													
Gaertnera madagascariensis																	AF333832																		AF333863			AF333891	AF333919																																													
Spiradiclis bifida													EU145437			EU145511	EU145379																			EU145465																																																
Borojoa patinoi	AF183714															AF200984	AF183778																	AF183779																																																		
Phuopsis stylosa						X76476																														X81103																																		GU357271	GU357398													
Cinchona macrocalyx																AY538425		AY538380																		AY538479																								AY538448																								
Manettia alba						EU542971										AF002768	AM939486																																			AM932966																																
Hillia illustris						GQ852031										GQ852401	GQ852136																																											GQ852565																								
Knoxia sumatrensis												JQ729923		JQ729859		AM266827	AM267003																																																																			
Mitchella undulata						JX412415										JX412455	AB103529																			JX412476																																																
Kutchubaea semisericea	AF183724															AF201003	AF183798																			AM117235																																																
Coptosapelta montana						EU145314							EU145402			EU145481																				EU145451																																																
Lasianthus kilimandscharicus						EU145330							EU145426			AM117327																				AM117237																																																
Lasianthus strigosus													EU145428			EU145505	EU145369																			AM117239																																																
Lasianthus lanceolatus						EU145331										AF004062	EU145367																			AM117238																																																
Solenandra mexicana						GQ852086							GQ852279			GQ852444																																												GQ852554																								
Gomphocalyx herniarioides						EU542940										AY764291																									EU567466																EU567461																											
Gonzalagunia affinis																AM117310	AY730295																			Y11848																								AJ847405																								
Gonzalagunia cornifolia													GQ852205			AF242958	GQ852128																																											GQ852501																								
Payera coriacea											JQ729799			JQ729911		JQ729735	JQ729820																																																																			
Payera marojejyensis											JQ729785			JQ729897		JQ729734	JQ729847																																																																			
Payera decaryi											JQ729772			JQ729884		JQ729708	JQ729821																																																																			
Payera homolleana											JQ729802			JQ729914		JQ729738	JQ729851																																																																			
Astiella delicatula						GU475971										GU475979																										GU475983															GU475975																											
Schismatoclada bracteata											JQ729786			JQ729898		JQ729722	JQ729835																																																																			
Schismatoclada concinna														JQ729899		JQ729723	JQ729836																																																JQ729787																			
Schismatoclada marojejyensis											JQ729790			JQ729902		JQ729726	JQ729839																																																																			
Schismatoclada humbertiana											JQ729789			JQ729901		JQ729725	JQ729838																																																																			
Mycetia malayana						AJ234033							FJ695310			AF002771																				Z68806																																																
Eosanthe cubensis						DQ131729										GQ852393	GQ852127																																											GQ852495																								
Amaracarpus nematopodus													JX155119			JX155166	JX155060																																																JX155192																			
Morinda hainanensis																	JF977046	JF954632																		JF942542																													JN045485																			
Morinda angustifolia																DQ282648	FJ907050																												GQ463261													FJ907116																										
Morinda longiflora																	FJ907049																												GQ463275													FJ907115		FJ907009																								
Morinda badia																	JF977041	JF954625																		JF942534																													JN045477																			
Morinda lucida						DQ131753											FJ907073																												GQ463276													FJ907137																										
Pyrostria bibracteata																	AJ315113																			AM117261								EU584365																AJ620167																								
Pyrostria media																EU821627	EU584316																											EU584383																FN386345																								
Urophyllum ellipticum						AJ234002										AM900619	EU145389																			AJ288627																																																
Argocoffeopsis scandens																													DQ180498	DQ180533																											AM999400			DQ180568																								
Argocoffeopsis eketensis																													DQ180497	DQ180531																											AM999399			DQ180566																								
Argostemma rupestre						FJ695353										AF002756	FJ695436																			FJ695229																																																
Argostemma yappii						FJ695354										FJ695260	FJ695437																			FJ695230																																																
Argostemma bifolium						FJ695344							FJ695283				FJ695428																			FJ695220																																																
Thamnoldenlandia ambovombensis						GU475972										GU475980																										GU475984															GU475976																											
Peponidium cystiporon																EU817435	EU584299																			EU817414								EU584363																																								
Leptodermis hirsutiflora																	JF976783	JF954312																		JF942222																													JN045154																			
Leptodermis buxifolia																	JF976779	JF954310																		JF942220																													JN045150																			
Leptodermis vestita																	JF976806	JF954332																		JF942243																													JN045178																			
Leptodermis ludlowii																	JF976801	JF954330																		JF942241																													JN045175																			
Leptodermis ovata																	JF976785	JF954314																		JF942224																													JN045156																			
Leptodermis pilosa																	JF976787	JF954317																		JF942228																													JN045159																			
Leptodermis scabrida																	JF976797	JF954328																		JF942239																													JN045172																			
Dolichodelphys chlorocrater																FJ884648	FJ984976	FJ905350																																															FJ860169																			
Tarenna mollissima																		HQ427349																		HQ427200												HQ415548																	HQ427043																			
Ixora brachypoda																EU817442																				EU817421																			FJ150442					FJ150544																								
Ixora parviflora						X76477											AJ224840		DQ358895																	AJ224844																																																
Ixora hookeri																EU817444																				Z68864																			FJ150468					EU817468																								
Ixora guillotii																													FM160624	AM999518																											AM999394			AM999461																								
Ixora brunonis																EU817446																				EU817427																			FJ150443					EU817470																								
Ixora moorensis																EU817441																				EU817420																			FJ150478					EU817462																								
Ixora finlaysoniana						DQ131744										EF205643																				EU817423																			FJ150460																													
Ixora tanzaniensis																EU817447																				EU817428																			FJ150523					EU817471																								
Ixora guineensis																EU817443																				EU817424																			FJ150466					EU817467																								
Poecilocalyx crystallinus						FJ226548											HM042478																			FJ209076																																						HM042536										
Rubia peregrina						X76474												JN894316																		JN892897																							EU531644																									
Machaonia williamsii						GQ852045							GQ852232				GQ852143																																											GQ852524																								
Ophiorrhiza elmeri													EU145436			EU145510	EU145378																			EU145464																																																
Simira corumbensis																	FJ985009	FJ905389																																										FJ948420					FJ860209																			
Simira glaziovii																	FJ985010	FJ905390																																										FJ948421					FJ860210																			
Hyperacanthus amoenus																AM117317		JF270828																		JF265481																								AM117364																								
Readea membranacea													JX155109			AF002751	JX155064																																																JX155197																			
Coffea mongensis																	DQ153576												DQ153448	DQ153697																														DQ153815																								
Coffea manombensis																	DQ153573												DQ153445	DQ153694																														DQ153812																								
Coffea montekupensis																	DQ153590												DQ153459	DQ153708																														DQ153826																								
Coffea pterocarpa							JQ856032	JQ856114	JQ856204	JQ856265																																																																										
Coffea decaryana																	DQ153556												DQ153429	DQ153678																														DQ153796																								
Coffea mayombensis																	DQ153592												DQ153461	DQ153710																														DQ153828																								
Coffea mufindiensis																	DQ153577												DQ153449	DQ153698																														DQ153816																								
Coffea mogeneti							JQ856041	JQ856128	JQ856222	JQ856275																																																																										
Coffea bakossii																	DQ153599												DQ153468	DQ153717																														DQ153835																								
Coffea lulandoensis																	DQ153580												DQ153452	DQ153701																														DQ153819																								
Coffea humbertii																	DQ153565												DQ153504	DQ153686																														DQ153804																								
Coffea grevei																	DQ153534												DQ153414	DQ153663																														DQ153781																								
Coffea jumellei							JQ856099	JQ856190	JQ856255	JQ856290																																																																										
Coffea togoensis																	DQ153607												DQ153476	DQ153725																														DQ153843																								
Coffea fadenii																	DQ153574												DQ153446	DQ153695																														DQ153813																								
Coffea kimbozensis																	DQ153575												DQ153447	DQ153696																														DQ153814																								
Coffea abeokutae																					DQ655780	DQ655764																					DQ655736								DQ655750																																	
Coffea kihansiensis																	DQ153583												DQ153454	DQ153703																														DQ153821																								
Coffea alleizettei							JQ856093	JQ856145	JQ856248	JQ856286																																																																										
Coffea schliebenii																	DQ153587												DQ153456	DQ153705																														DQ153823																								
Coffea kivuensis																	DQ153612												DQ153481	DQ153730																														DQ153848																								
Coffea bridsoniae																	DQ153585												DQ153455	DQ153704																														DQ153822																								
Coffea campaniensis																	DQ153601												DQ153470	DQ153719																														DQ153837																								
Mitragyna diversifolia																	AJ346872										AJ812079									AJ346985																								AJ346931																								
Fadogia elskensii						DQ131733											AJ315118																																					FN386396						AJ719191																								
Kohautia ramosissima																GU951649																										GU951667										GU951609					GU951633																											
Adina rubella						DQ131698											AJ346856																			AJ346965																								AJ346910																								
