Alyxia oblongata											EF456370							EF456090						EF456394																EF456519								
Alyxia ruscifolia											DQ837536							JF950880															AJ419731							JF950819								
Alyxia grandis											EF456369							EF456089						EF456393																EF456518								
Alyxia spicata											EF456371							EF456092						EF456395																EF456521								
Pachypodium saundersii											JF270882							HQ847515														HQ847460	JF265539															
Mandevilla anceps																								DQ522733														DQ522600		DQ522815	DQ522774							
Mandevilla longiflora											EF456328							EF456208						EF456454																EF456600								
Cynanchum montevidense									AJ290850									AJ290849																						AJ699328					AJ492773			
Cynanchum auriculatum											GU373529		JF419460					EU586190																											EU580717			
Cynanchum ovalifolium									AJ428698									AJ428697																			HE793819								AJ492780			
Cynanchum roulinioides									AJ428734									AJ428733																						AJ704461					AJ492793			
Cynanchum laeve									AJ428653									AJ428652															DQ006054												AJ492763			
Cynanchum funale											DQ026734							AY163703																						DQ026713	DQ026777							
Aganosma schlechteriana											EF456259							EF456126						EF456494																EF456606								
Tromotriche revoluta									AF214288								JN117274	AF214426													JN029948																	
Allamanda cathartica		GQ220740									JN228935	JX683834																					EU916734															
Cryptolepis oblongifolia									AF214268									AF214422												DQ916842									DQ916890									
Fockea sinuata			AM233394						AF214200								AM231769	AM233376																														
Fockea multiflora			AM233391														AM231768	AJ431744																											FM178491			
Allotoonia agglutinata											EF456348							EF456232						EF456460																EF456630								
Clemensiella mariae													HQ332597				HQ327613	HQ332596																											HQ327500			
Macroscepis hirsuta											JQ586771							AJ704267															AJ419747							AJ704265								
Urceola minutiflora											EF456284							EF456159						EF456385																EF456576								
Urceola rosea											EF456285							EF456160						EF456386																EF456603								
Urceola micrantha											EF456283							EF456157						EF456510																EF456575								
Philibertia lysimachioides											DQ026741							AJ290901																						AJ699360	DQ026787							
Philibertia discolor											DQ026732							AY163700																						AJ704526	DQ026773							
Parsonsia longiflora											EF456330							EF456216						EF456483																EF456536								
Parsonsia lata											EF456311							EF456188						EF456428																EF456533								
Parsonsia crebriflora											EF456327							EF456214						EF456482																EF456535								
Parsonsia flexuosa											EF456332							EF456218						EF456485																EF456537								
Parsonsia oligantha											EF456273							EF456143						EF456429																EF456532								
Parsonsia ferruginea											EF456335							EF456219						EF456486																EF456538								
Asclepias albicans														GQ304302	GQ304419									GQ281153	JN665083																							
Asclepias cutleri														GQ304298	GQ304415									GQ281149	JN665086																							
Asclepias exaltata														EU675574	EU675612									EU675536									L14390															
Asclepias coulteri														GQ304350	GQ304466									GQ281201	JN665084																							
Asclepias leptopus														GQ304299	GQ304416									GQ281150	JN665087																							
Asclepias macrotis														GQ304349	GQ304465									GQ281200	JN665089																							
Asclepias subulata														EU675546	EU675584									EU675508	JN665093																							
Asclepias masonii														GQ304301	GQ304418									GQ281152	JN665090																							
Asclepias mellodora														GQ304354	GQ304470			AY163665						GQ281205																								
Asclepias subaphylla														GQ304303	GQ304420									GQ281154	JN665092																							
Gymnema sylvestre	JX569773																	AJ402142												FM178492			JQ933350															
Strophanthus caudatus											EF456290							EF456168						EF456456																EF456577								
Strophanthus preussii											EF456252							EF456118						EF456418																EF456539								
Schizoglossum alpestre														GQ304289	GQ304406			AY163718						GQ281141																								
Rauvolfia caffra											JF270912											HQ638230	HQ638307										JQ025082															
Rauvolfia sumatrana																						HQ638283	HQ638361							AB376676										AB364599								
Himatanthus bracteatus											EF456366							EF456161						EF456396																EF456525								
Acokanthera rotundata									AF214149		JF270623							AF214303															JF265266															
Acokanthera oppositifolia									AF214148		JQ412188							AF214302															JQ412306															
Odontadenia puncticulosa																		EF456187						EF456488														EF456310		EF456557								
Hoya heuschkeliana													DQ334571				HQ327621	DQ334529																											DQ334416			
Hoya pauciflora													DQ334578				HQ327620	DQ334536																											DQ334465			
Hoya hypolasia													DQ334580				HQ327627	DQ334538																											DQ334470			
Hoya anulata													DQ334592				HQ327663	DQ334550																											DQ334485			
Hoya bella																	HQ327660									AF506152							X91776												HQ327518			
Hoya macgillivrayi													DQ334595				HQ327648	DQ334553																											DQ334488			
Hoya patella													DQ334598				HQ327633	DQ334556																											DQ334498			
Hoya lacunosa													DQ334599				HQ327680	DQ334557																											DQ334499			
Hoya telosmoides													DQ334593				HQ327671	DQ334551																											DQ334486			
Hoya edeni													DQ334582				HQ327661	DQ334540																											DQ334476			
Hoya meliflua													DQ334567				HQ327651	DQ334525																											DQ334438			
Hoya camphorifolia													DQ334581				HQ327644	AJ431754																											DQ334472			
Hoya pubicalyx													DQ334572				HQ327666	DQ334530																											DQ334451			
Hoya tsangii													DQ334565				HQ327679	DQ334523																											DQ334427			
Hoya kentiana													DQ334564				HQ327677	DQ334522																											DQ334424			
Hoya affinis													DQ334588				HQ327615	DQ334546																											DQ334481			
Hoya ariadna													DQ334602				HQ327614	DQ334559																											DQ334502			
Hoya mitrata													DQ334600				HQ327683	DQ334558																											DQ334500			
Hoya imbricata													DQ334587				HQ327684	DQ334545																											DQ334480			
Hoya ciliata													DQ334605				HQ327616	DQ334562																											DQ334513			
Hoya caudata													DQ334590				HQ327685	DQ334548																											DQ334483			
Pentarrhinum insipidum									AJ410234		Z98189							AJ410233																											AJ492812			
Pleioceras barteri											EF456364							EF456251						EF456476																EF456524								
Ophionella arcuata									AF214234								HM475462	AF214388																											AJ488807			
Pervillaea tomentosa									DQ221181		AY899947							AJ431768																						AJ699319								
Periploca sepium		GQ436055																								GQ434574				FJ980366			GQ436513															
Neisosperma nakaianum									AF214231									AF214385												AB331862										AB364613								
Pentopetia grevei											AY899943							AJ581803												AJ581681									DQ916897									
Epigynum griffithianum											EF456344							EF456227						EF456514																EF456626								
Trachelospermum axillare											EF456282							EF456156						EF456509																EF456574								
Vinca difformis									AF214294		HM850835							AF214448															HM850465															
Vinca major							AM398041				HM850836																						HM850466							AB364597								
Plectaneia thouarsii											EF456373							EF456102						EF456402																EF456529								
Salpinctes kalmiifolius											EF456347							EF456231						EF456459																EF456629								
Schizostephanus alatus																		AJ410249															AJ419758				HE793827								GQ118158			
Calciphila galgalensis									AJ492339									AJ492341																			HE793816								AJ492756			
Carissa carandas									AF214173		GQ220743							AF214327												HQ386688																		
Orthanthera jasminiflora									AJ410066									AJ410065															JQ933426												AJ310794			
Gomphocarpus physocarpus									AM295756									AM295757									AF520144																		AJ320446			
Micholitzia obcordata													DQ334601					AJ431764															AJ419750												DQ334501			
Funastrum clausum											DQ026730							AJ290864																						DQ026711	DQ026766							
Prestonia robusta											EF456351							EF456236						EF456463																EF456632								
Prestonia tomentosa											EF456331							EF456217						EF456484																EF456602								
Prestonia portobellensis											EF456350							EF456235						EF456462																EF456631								
Vincetoxicum stauntonii																		HE793781																			HE793811								EU591970		GQ434571	
Wrightia sirikitiae											EF456288							EF456166						EF456431																EF456531								
Wrightia lanceolata											EF456291							EF456169						EF456433																EF456528								
Wrightia religiosa											EF456292							EF456170						EF456434																EF456530								
Kibatalia macrophylla											EF456255							EF456119						EF456422																EF456542								
Funtumia africana											EF456323							EF456206						EF456415																EF456594								
Orbeanthus hardyi																	JN117269	AJ488443													JN029943														AJ488817			
Echidnopsis leachii																	HM475458	HM475507		HM475397																								AJ810963	DQ469538			
Rhabdadenia pohlii											EF456326							EF456213	GU901386					EF456480																EF456597								
Stapelianthus decaryi			AJ519965														JN117272	AJ488470													JN029946														AJ488826			
Allomarkgrafia plumeriiflora	DQ522661										DQ522592													DQ522730																DQ522812	DQ522771							
Voacanga globosa	GU974333										GU973975													GU974249																GU974059	GU974164							
Voacanga psilocalyx	GU974335										GU973977													GU974251																GU974061	GU974166							
Peplonia organensis											JN805891						JN574613																						JN574555		DQ026767				JN805949			
Oxypetalum warmingii									AJ704520		DQ026739							AJ704519																						AJ704518	DQ026785							
Oxypetalum wightianum									AJ704523		DQ026740							AJ704524																						AJ704525	DQ026786							
Dyera costulata								DQ660700			DQ660515													DQ660768									DQ660642							DQ660578								
Matelea quirosii					EU038952						JQ586779							EU031630															JQ590545							EU038883								
Matelea denticulata					EU038933						JQ586774							EU031613															JQ590539							EU038867								
Dewevrella cochliostema											GU901317							GU901314	GU901336					GU901316																GU901315								
Pinochia corymbosa											EF456289							AF214355	GU901378					EF456432																EF456555								
Elytropus chilensis											EF456307							EF456228	GU901339					EF456445																EF456614								
Barjonia cymosa											JN805848							JN574616																						JN574477	JN574649				JN805895			
Barjonia laxa											JN805851							JN574620																						JN574481	JN574653				JN805899			
Telosiphonia hypoleuca	DQ522725										DQ522655													AY597579																AY597611	AY597645							
Telosiphonia nacapulensis	DQ522726										DQ522656													DQ522769																DQ522851	DQ522810							
Telosiphonia brachysiphon	DQ522724										DQ522654													AY597576																AY597610	AY597644							
Galactophora schomburgkiana											EF456300							EF456178	GU901347					EF456406																EF456582								
Melodinus australis								DQ660711			DQ660524													DQ660780									DQ660651							DQ660590								
Melodinus cochinchinensis								DQ660712			DQ660525													DQ660781									DQ660652							DQ660591								
Motandra guineensis											EF456333							EF456210	GU901361					EF456411																EF456621								
Neobracea valenzuelana											EF456270							EF456139	GU901365					EF456426																EF456565								
Ichnocarpus frutescens											EF456267							EF456136	GU901356					EF456490																EF456552								
Temnadenia violacea											EF456341							EF456224	GU901397					EF456479																EF456623								
Temnadenia odorifera											EF456353							EF456238	GU901396					EF456464																EF456634								
Marsdenia glabra											EF456382							EF456114	GU901360					EF456414																EF456652								
Marsdenia tenacissima																	GQ435177	AJ431759															GQ436515												FM178493		GQ434576	
Marsdenia carvalhoi													DQ334563				HQ327610	DQ334521															JQ933400												DQ334419			
Neocouma ternstroemiacea	GU974261										GU973903													GU974177																GU973987	GU974080							
Artia balansae											EF456325							EF456209	GU901329					EF456481																EF456534								
Minaria acerosa																	JN574601	AJ699288																					JN574545	AJ699285					JN805938			
Minaria micromeria																	JN574606	AJ704237																						AJ704225	JN574684				JN805943			
Ceropegia juncea																	HM475454	EU119999															EU196264							AJ699322					EU106691			
Diplorhynchus condylocarpon								DQ660699			JF270746													DQ660767									JF265394							DQ660577								
Blepharodon lineare											DQ026718							AY163668																						AJ704466	DQ026753				JN805902			
Blepharodon bicuspidatum											JN805853							JN574622																JN574564						JN574483	JN574655							
Sindechites chinensis											EF456278							EF456151	GU901392					EF456492																EF456572								
Sindechites henryi											EF456367							EF456244	GU901393					EF456502																EF456638								
Amsonia elliptica								DQ660683			DQ660498													DQ660751									DQ660629							DQ660561								
Malouetia tamaquarina											EF456346							EF456230						EF456457									JQ625814							EF456628								
Ditassa hastata											DQ026725							AJ704221																						AJ704224	DQ026761				JN805915			
Ditassa blanchetii											JN805857							JN574625																						JN574486	JN574658				JN805907			
Angadenia berteroi											EF456262							EF456129	GU901324					EF456416																EF456611								
Angadenia sagraei											EF456304							EF456182	GU901325					EF456443																EF456613								
Cryptostegia grandiflora									AF214186		Z98176							AF214340															EU196269									AF130167						
Cryptostegia madagascariensis											GU134968							DQ916873												DQ916844			GU135127						DQ916891									
Forsteronia refracta	DQ522665										DQ522595													DQ522731																DQ522813	DQ522772							
Forsteronia guyanensis											EF456266							EF456134	GU901343					EF456477																EF456549								
Caralluma umbellata																		AJ488328		HM475395													EU196259	HM475451											EU267901			
Caralluma penicillata																	HM475436	AJ488365		HM475381														HM475437											HQ423364			
Caralluma stalagmifera									EU267088									HM475499		HM475391														HM475447											EU267894			
Caralluma priogonium									AJ488335									AJ488334		HM475382														HM475438											AJ488780			
Caralluma bhupinderana									HM366934									HM366928		HM475360														HM475415											HM366923			
Caralluma arabica																	HM475412	AJ488355		HM475357														HM475411											HQ423358			
Caralluma europaea																		AJ488314		HM475368											GQ203621			HM475423											AJ488773			
Caralluma sarkariae									EU267087									HM475495		HM475385														HM475441											EU267904			
Caralluma crenulata			AJ519975						AF214171									AJ519954		HM475363														HM475418														
Echites woodsonianus											EF456297							EF456175	GU901338					EF456403																EF456580								
Stemmadenia macrophylla	GU974266										GU973908													GU974182																GU973992	GU974091							
Stemmadenia simulans	GU974268										GU973910													GU974184																GU973994	GU974093							
Rhigospira quadrangularis	GU974262										GU973904													GU974178																GU973988	GU974084							
Mandevilla fragrans	DQ522680										DQ522610													DQ522743																DQ522825	DQ522784							
Mandevilla splendens	DQ522705										DQ522635													AY597560																AY597594	AY597628							
Mandevilla urophylla	DQ522711										DQ522641													DQ522767																DQ522849	DQ522808							
Mandevilla convolvulacea	DQ522675										DQ522605													DQ522738																DQ522820	DQ522779							
Mandevilla foliosa	DQ522679										DQ522609													DQ522742																DQ522824	DQ522783							
Mandevilla atroviolacea	DQ522671										DQ522601													DQ522734																DQ522816	DQ522775							
Mandevilla duartei	DQ522677										DQ522607													DQ522740																DQ522822	DQ522781							
Mandevilla ligustriflora	DQ522690										DQ522620													AY597554																AY597588	AY597622							
Mandevilla syrinx	DQ522707										DQ522637													DQ522764																DQ522846	DQ522805							
Mandevilla oaxacana	DQ522694										DQ522624													DQ522756																DQ522838	DQ522797							
Mandevilla spigeliiflora	DQ522704										DQ522634													DQ522762																DQ522844	DQ522803							
Mandevilla subsagittata	DQ522706										DQ522636													DQ522763																DQ522845	DQ522804							
Mandevilla venulosa	DQ522712										DQ522642													AY597564																AY597598	AY597632							
Mandevilla myriophyllum	DQ522693										DQ522623													AY597555																AY597589	AY597623							
Mandevilla dodsonii	DQ522676										DQ522606													DQ522739																DQ522821	DQ522780							
Mandevilla pohliana	DQ522697										DQ522627													DQ522759																DQ522841	DQ522800							
Mandevilla sellowii	DQ522703										DQ522633													DQ522761																DQ522843	DQ522802							
Mandevilla emarginata	DQ522678										DQ522608													DQ522741																DQ522823	DQ522782							
Mandevilla glandulosa	DQ522682										DQ522612													DQ522745																DQ522827	DQ522786							
Mandevilla tenuifolia	DQ522709										DQ522639													AY597563																AY597596	AY597631							
Mandevilla rugosa	DQ522700										DQ522630													AY597557																AY597591	AY597625							
Mandevilla pentlandiana	DQ522696										DQ522626													DQ522758																DQ522840	DQ522799							
Mandevilla tubiflora	DQ522710										DQ522640													DQ522766																DQ522848	DQ522807							
Mandevilla sancta	DQ522701										DQ522631													DQ522760																DQ522842	DQ522801							
Mandevilla veraguasensis	DQ522713										DQ522643													AY597565																AY597599	AY597633							
Mandevilla karwinskii	DQ522687										DQ522617													AY597553																AY597587	AY597621							
Mandevilla leptophylla	DQ522689																							DQ522752														DQ522619		DQ522834	DQ522793							
Mandevilla coccinea	DQ522674										DQ522604													DQ522737																DQ522819	DQ522778							
Mandevilla boliviensis											EF456279							EF456153	GU901359					EF456425																EF456550								
Mandevilla laxa	DQ522688										DQ522618													DQ522751																DQ522833	DQ522792							
Mandevilla callista	DQ522672										DQ522602													DQ522735																DQ522817	DQ522776							
Mandevilla funiformis	DQ522681										DQ522611													DQ522744																DQ522826	DQ522785							
Mandevilla pendula	DQ522695										DQ522625													DQ522757																DQ522839	DQ522798							
Mandevilla moricandiana	DQ522692										DQ522622													DQ522754																DQ522836	DQ522795							
Mandevilla martiana	DQ522691										DQ522621													DQ522753																DQ522835	DQ522794							
Mandevilla illustris	DQ522685										DQ522615													DQ522747																DQ522829	DQ522788							
Mandevilla cercophylla	DQ522673										DQ522603													DQ522736																DQ522818	DQ522777							
Mandevilla pycnantha	DQ522698										DQ522628													AY597556																AY597590	AY597624							
Mandevilla jamesonii	DQ522686										DQ522616													DQ522748																DQ522830	DQ522789							
Cynanchum ellipticum									AJ290845									AJ290846																			HE793818			AJ699327					AJ320444			
Cynanchum ligulatum									AJ428659					GQ304276	GQ304393			AJ428658						GQ281128																								
Aganosma cymosa											EF456274							EF456120	GU901318					EF456496																EF456608								
Aganosma wallichii											EF456260							EF456145	GU901319					EF456497																EF456609								
Hunteria eburnea								DQ660707			DQ660521													DQ660776									DQ660648							DQ660586								
Mesechites mansoanus	DQ522714										DQ522644													AY597567																AY597601	AY597635							
Mesechites roseus	DQ522716										DQ522646													AY597569																AY597603	AY597637							
Mesechites minimus	DQ522715										DQ522645													AY597568																AY597602	AY597636							
Cryptolepis sinensis											EF456374							EF456104	GU901334					EF456407																EF456644								
Boucerosia truncatocoronata									HM366936									HM366930		HM475392														HM475448											HM366925			
Boucerosia procumbens									HM366938									HM366932		HM475383														HM475439											HM475332			
Fockea capensis			AM233387								Z98187						AM231762	AM233369															AM234834															
Crioceras dipladeniiflorum	GU974258										GU973900													GU974174																GU973984	GU974074							
Urceola lucida											EF456343							EF456226	GU901400					EF456512																EF456625								
Gonioma kamassi								DQ660704			DQ660518													DQ660773									DQ660645							DQ660583								
Heterostemma piperifolium											EF456380							EF456110	GU901349					EF456384																EF456610								
Asclepias woodsoniana											JQ586751			GQ304360	GQ304476									GQ281211									JQ590512															
Asclepias fascicularis														EU675561	EU675599			AM295737						EU675523																					AM396885			
Stipecoma peltigera											EF456314							EF456193	GU901394					EF456478																EF456616								
Hemidesmus indicus											Z98177							DQ916877												DQ916851			EU196277						DQ916895									
Kanahia laniflora														GQ304278	GQ304395			AM295579						GQ281130																					AM396874			
Tabernaemontana macrocalyx	GU974305										GU973947													GU974221																GU974031	GU974133							
Tabernaemontana coffeoides	GU974282										GU973924													GU974198																GU974008	GU974110							
Tabernaemontana columbiensis	GU974283										GU973925													GU974199																GU974009	GU974111							
Tabernaemontana ciliata	GU974280										GU973922													GU974196																GU974006	GU974108							
Tabernaemontana calcarea	GU974277										GU973919													GU974193																GU974003	GU974104							
Tabernaemontana capuronii	GU974278										GU973920													GU974194																GU974004	GU974105							
Tabernaemontana cuspidata	GU974289										GU973931													GU974205																GU974015	GU974117							
Tabernaemontana lorifera	GU974304										GU973946													GU974220																GU974030	GU974132							
Tabernaemontana macrocarpa	GU974306										GU973948													GU974222																GU974032	GU974134							
Tabernaemontana eglandulosa	GU974293										GU973935													GU974209																GU974019	GU974121							
Tabernaemontana markgrafiana	GU974307										GU973949													GU974223																GU974033	GU974135							
Tabernaemontana psorocarpa	GU974317										GU973959													GU974233																GU974043	GU974146							
Tabernaemontana phymata	GU974316										GU973958													GU974232																GU974042	GU974145							
Tabernaemontana sananho	GU974322										GU973964													GU974238																GU974048	GU974151							
Tabernaemontana brachyantha	GU974276										GU973918													GU974192																GU974002	GU974102							
Tabernaemontana sambiranensis	GU974321										GU973963													GU974237																GU974047	GU974150							
Tabernaemontana rupicola	GU974319										GU973961													GU974235																GU974045	GU974148							
Tabernaemontana inconspicua	GU974301										GU973943													GU974217																GU974027	GU974129							
Tabernaemontana penduliflora	GU974314										GU973956													GU974230																GU974040	GU974143							
Tabernaemontana crassifolia	GU974287										GU973929													GU974203																GU974013	GU974115							
Tabernaemontana coriacea	GU974285										GU973927													GU974201																GU974011	GU974113							
Tabernaemontana retusa	GU974318										GU973960													GU974234																GU974044	GU974147							
Tabernaemontana cerifera	GU974279										GU973921													GU974195																GU974005	GU974107							
Tabernaemontana flavicans	GU974296										GU973938													GU974212																GU974022	GU974124							
Tabernaemontana cymosa	GU974290										GU973932													GU974206																GU974016	GU974118							
Tabernaemontana muricata	GU974309										GU973951													GU974225																GU974035	GU974137							
Tabernaemontana humblotii	GU974299										GU973941													GU974215																GU974025	GU974127							
Tabernaemontana mocquerysi	GU974308										GU973950													GU974224																GU974034	GU974136							
Tabernaemontana hystrix	GU974300										GU973942													GU974216																GU974026	GU974128							
Tabernaemontana contorta	GU974284										GU973926													GU974200																GU974010	GU974112							
Tabernaemontana sessilifolia	GU974323										GU973965													GU974239																GU974049	GU974152							
Tabernaemontana letestui	GU974303										GU973945													GU974219																GU974029	GU974131							
Tabernaemontana sphaerocarpa	GU974326										GU973968													GU974242																GU974052	GU974155							
Tabernaemontana odoratissima	GU974310										GU973952													GU974226																GU974036	GU974138							
Tabernaemontana heterophylla	GU974298										GU973940													GU974214																GU974024	GU974126							
Tabernaemontana glandulosa	GU974297										GU973939													GU974213																GU974023	GU974125							
Tabernaemontana stellata	GU974327										GU973969													GU974243																GU974053	GU974156							
Tabernaemontana peduncularis	GU974313										GU973955													GU974229																GU974039	GU974142							
Tabernaemontana angulata	GU974271										GU973913													GU974187																GU973997	GU974097							
Tabernaemontana solanifolia	GU974325										GU973967													GU974241																GU974051	GU974154							
Tabernaemontana crassa	GU974286										GU973928													GU974202																GU974012	GU974114							
Tabernaemontana salzmannii	GU974320										GU973962													GU974236																GU974046	GU974149							
Tabernaemontana crispa	GU974288										GU973930													GU974204																GU974014	GU974116							
Tabernaemontana laeta	GU974302										GU973944													GU974218																GU974028	GU974130							
Tabernaemontana pauciflora	GU974312										GU973954													GU974228																GU974038	GU974141							
Tabernaemontana vanheurckii	GU974329										GU973971													GU974245																GU974055	GU974158							
Tabernaemontana africana	GU974269										GU973911													GU974185																GU973995	GU974094							
Tabernaemontana persicariifolia	GU974315										GU973957													GU974231																GU974041	GU974144							
Tabernaemontana eusepala	GU974295										GU973937													GU974211																GU974021	GU974123							
Rauvolfia mannii										X63431	Z70181											HQ638277	HQ638326										X91769															
Alafia thouarsii											EF456355							EF456240	GU901321					EF456466																EF456636								
Alafia barteri											EF456354							EF456239	GU901320					EF456465																EF456635								
Baissea multiflora											EF456319							EF456199	GU901330					EF456451																EF456620								
Cleghornia malaccensis											EF456356							EF456241	GU901333					EF456504																EF456622								
Spongiosperma macrophyllum	GU974263										GU973905													GU974179																GU973989	GU974087							
Odontadenia perrottetii											EF456272							EF456140	GU901367					EF456427																EF456554								
Hoya multiflora													DQ334594				HQ327629	DQ334552								AF506168																			DQ334487			
Hoya australis													DQ334569				HQ327631	AF214367								AF506151																			DQ334428			
Hoya retusa													DQ334574				HQ327632	DQ334532															EU196280												DQ334457			
Hoya curtisii													DQ334586				HQ327687	DQ334544								AF506159																			DQ334479			
Hoya serpens													DQ334589				HQ327654	DQ334547															JQ933365												DQ334482			
Hoya albiflora													DQ334597				HQ327647	DQ334555												DQ334493															DQ334495			
Hoya kerrii													DQ334575				HQ327624	DQ334533								AF506163																			DQ334458			
Hoya bilobata													DQ334596				HQ327678	DQ334554								AF506153																			DQ334491			
Callichilia bequaertii	GU974253										GU973895													GU974169																GU973979	GU974067							
Callichilia subsessilis	GU974255										GU973897													GU974171																GU973981	GU974070							
Callichilia inaequalis	GU974254										GU973896													GU974170																GU973980	GU974068							
Toxocarpus villosus											EF456379							EF456117	GU901399					EF456398																EF456649								
Laubertia contorta											EF456360							EF456246	GU901358					EF456469																EF456640								
Pentatropis nivalis																		AJ410240															EU196285				HE793824			AJ699329					AJ320449			
Mucoa duckei	GU974260										GU973902													GU974176																GU973986	GU974079							
Epigynum cochinchinense											EF456275							EF456133	GU901340					EF456508																EF456548								
Epigynum ridleyi											EF456359							EF456245	JX003606					EF456515																EF456639								
Epigynum auritum											EF456253							EF456146	JX003605					EF456507																EF456567								
Raphionacme flanaganii											EF456377							AJ581819						EF456410						AJ581688										EF456647								
Peltastes isthmicus											EF456301							EF456179	GU901373					EF456441																EF456583								
Calocrater preussii	GU974256										GU973898													GU974172																GU973982	GU974071							
Anodendron oblongifolium											EF456256							EF456123	GU901326					EF456419																EF456543								
Anodendron paniculatum											EF456315							EF456194	GU901327					EF456499																EF456618								
Kopsia pauciflora							HQ385106				HQ384555																	HQ384651	HQ384997														HQ384765					
Parameria laevigata											EF456368							EF456197	GU901371					EF456513																EF456598								
Carissa macrocarpa								DQ660690			DQ660505													DQ660758									JQ412334							DQ660568								
Carissa ovata								DQ660691			DQ660506													DQ660759									DQ660636							DQ660569								
Carissa spinarum											EF456372							EF456093						EF456400									JX125106							EF456591								
Cerbera odollam									AF214177		EF456365							AF214331						EF456392																EF456522								
Cerbera venenifera								DQ660694			DQ660509													DQ660762									AJ419740							DQ660572								
Hemipogon luteus											JN805874							AY163693																						AJ704489	DQ026769				JN805928			
Macrosiphonia longiflora	DQ522667										DQ522597													AY597551																AY597585	AY597619							
Macrosiphonia martii	DQ522668										DQ522598													AY597552																AY597586	AY597620							
Macrosiphonia velame	DQ522669										DQ522599													DQ522732																DQ522814	DQ522773							
Prestonia mexicana											JQ586556							EF456229						EF456487									JQ590236							EF456627								
Prestonia lagoensis											EF456329							EF456215	GU901380					EF456455																EF456601								
Prestonia coalita											EF456309							EF456185	GU901379					EF456447																EF456586								
Wrightia dubia											EF456257							EF456163	GU901403					EF456420																EF456526								
Wrightia coccinea											EF456287							EF456165	GU901402					EF456430																EF456527								
Thyrsanthella difformis											EF456293							EF456171	GU901398					EF456435																EF456562								
Trachycalymma pseudofimbriatum									AM295651					GQ304286	GQ304403			AM295652						GQ281138																								
Kamettia chandeei								DQ660708			DQ660522													DQ660777									DQ660649							DQ660587								
Tintinnabularia mortonii								DQ522728			DQ522658													AY597578																AY597612	AY597646							
Tintinnabularia gratissima	DQ522727										DQ522657													DQ522770																DQ522852	DQ522811							
Mascarenhasia lisianthiflora											EF456296							EF456174						EF456438																AY597600	AY597634							
Amphineurion marginatum											EF456258							EF456125	GU901323					EF456491									AJ419730							EF456544								
Willughbeia angustifolia								DQ660744			DQ660554													DQ660814									DQ660677							DQ660624	GU974167							
Araujia sericifera											Z98194							AJ428794															HM849786							AJ699352	DQ026750	AF130165						
Voacanga grandifolia	GU974334										GU973976													GU974250									JF738399							GU974060	GU974165							
Isonema smeathmannii									AF214216		EF456320							EF456200	GU901357					EF456452																EF456592								
Aspidosperma cylindrocarpon								DQ660688			DQ660503													DQ660756									DQ660633							DQ660566	GU974065							
Chilocarpus costatus								DQ660695			DQ660510							EF456096						DQ660763									DQ660638							DQ660573								
Barjonia chlorifolia											DQ026717							AY163667																					JN574510	AJ704463	DQ026752				JN805894			
Barjonia harleyi											JN805850							JN574619																					JN574512	JN574480	JN574652				JN805898			
Barjonia erecta											JN805849							JN574617																					JN574511	JN574478	JN574650				JN805896			
Papuechites aambe											EF456312							EF456189	GU901370					EF456448									JF738536							EF456587								
Hoodia gordonii													FJ026614				JN117262	AJ488392													JN029936			FJ026607											AJ488800			
Cycladenia humilis									AF214187		EF456334							AF214341	GU901335					EF456397																EF456558								
Pentalinon luteum									AF214243		EF456302							AF214397	GU901375					EF456442																EF456612								
Schizozygia coffaeoides								DQ660730			DQ660540													DQ660799									AJ419760							DQ660609	GU974086							
Carvalhoa campanulata	GU974257										GU973899													GU974173									AJ419739							GU973983	GU974072							
Plumeria cubensis								DQ660725			DQ660536							EF456100						DQ660794									DQ660661							DQ660604								
Stenostelma corniculatum									AM295645					GQ304285	GQ304402			AM295644						GQ281137																					AM396859			
Nephradenia filipes											JN805889							JN574647																					JN574553	JN574508	JN574687				JN805947			
Pachycarpus lineolatus									AM295615					GQ304281	GQ304398			AM295614						GQ281133																					AM396848			
Ditassa obcordata											JN805865							JN574632																					JN574528	JN574493	JN574666				JN805918			
Ditassa crassifolia											JN805861							JN574629																					JN574523	JN574490	JN574662				JN805912			
Ditassa burchellii											DQ026721							AJ699295																					JN574519	AJ699293	DQ026757				JN805908			
Ditassa hispida											DQ026726							AJ704480																					JN574526	AJ704477	DQ026762				JN805916			
Ditassa fasciculata											JN805863							JN574631																					JN574525	JN574492	JN574664				JN805914			
Ditassa retusa											DQ026728							AJ704282																					JN574530	DQ026710	DQ026764				JN805920			
Ditassa eximia											JN805862							JN574630																					JN574524	JN574491	JN574663				JN805913			
Ditassa conceptionis											JN805859							JN574627																					JN574521	JN574488	JN574660				JN805910			
Ditassa pohliana											JN805866							JN574633																					JN574529	JN574494	JN574667				JN805919			
Ditassa banksii											DQ026719							AY163674																					JN574518	AJ704473	DQ026756				JN805906			
Ditassa capillaris											JN805858							JN574626																					JN574520	JN574487	JN574659				JN805909			
Ditassa mucronata											JN805864							AJ704259																					JN574527	AJ704279	JN574665				JN805917			
Forsteronia velloziana	DQ522666										EF456338							EF456221						AY597550																AY597584	AY597618							
Forsteronia acouci	DQ522664										DQ522594							EF456222						AY597549																AY597583	AY597617							
Caralluma arachnoidea									AJ410039									AJ410038		HM475358														HM475413						AJ699321					AJ310785			
Echites umbellatus									AF214196		EF456352							EF456237	GU901337					EF456390																EF456633								
