Hedyotis hedyotidea																			GQ435696							HM752939																																																HM752854		JN012492																																																																									HM753109				
Hedyotis verticillata																										HM752973																																																HM752866		JF699965																																																																				AM933015					JF700043				
Hedyotis biflora																										HM752980																																																HM752858		JF699908																																																																				AM932973					JF699982				
Asperula cynanchica																GU357256	GU357383																																																									GU357126	X81689																																																																										HE970677				
Pentanopsis fragrans																										EU543065																																																EU543153		AM939526																																																										EU557758										AM933002									
Coddia rudis			HM164250																	AJ286695						HM164202																																																AM117353																																																																											HM119524				
Keetia gueinzii			HM164270																							EF205644																									HM164379																							AM117366																																																																											HM119548				
Knoxia sumatrensis																										AM266827																																							JQ729923		JQ729859							AM266916		AM267003																																																																													
Vangueria infausta																				JF265644																																																						AJ620180	DQ131794	AJ617777																																																																									JF270985				
Vincetoxicum austrokiusianum																																																				AB110050							AB109117											AB109059				AB109927																																									AB109149																																						
Vincetoxicum amplexicaule																																																				AB110048							AB109088											AB109057				AB109925																																									AB109147																																						
Vincetoxicum magnificum																																																				AB110056							AB109123											AB109065				AB109923																																									AB109156																																						
Vincetoxicum inamoenum																																																				AB110066							AB109133											AB110067				AB109920																																									AB109165																																						
Vincetoxicum calcareum																																																				AB110051							AB109118											AB109060				AB109929																																									AB109150																																						
Vincetoxicum nipponicum																																																				AB110058							AB109125											AB109067				AB109933																																									AB109158																																						
Vincetoxicum yonakuniense																																																				AB110063							AB109130											AB109072				AB109938																																									AB109162																																						
Vincetoxicum japonicum																																																				AB110052							AB109119											AB109061				AB109930																																									AB109151																																						
Vincetoxicum katoi																																																				AB110053							AB109120											AB109062				AB109931																																									AB109152																																						
Vincetoxicum yamanakae																																																				AB110062							AB109129											AB109071				AB109937																																									AB109153																																						
Vincetoxicum acuminatum																																																				AB110046							AB109086											AB109055				AB109924																																									AB109145																																						
Vincetoxicum izuense																																																				AB110064							AB109131											AB109073				AB109939																																									AB109163																																						
Vincetoxicum ambiguum																																																				AB110047							AB109087											AB109056				AB109928																																									AB109146																																						
Vincetoxicum macrophyllum																																																				AB110054							AB109122											AB109064				AB109922																																									AB109155																																						
Vincetoxicum hoyoense																																																				AB110065							AB109132											AB109074				AB109940																																									AB109164																																						
Ixora chinensis																				HQ415123						FJ150625																																																FJ150549																																																																									FJ150446		HQ415301				
Morinda umbellata						JN045496																																JN045494																																				JN180308		JF977053																																																																									JF954644				
Morinda officinalis						JN045486																																JN045488																																				GQ130299		JF977047																																																																									GQ434175				
Petopentia natalensis																																																																		DQ916900								AJ581808		AJ581684																							DQ660790																									DQ660721																													
Burchellia bubalina			HM164245																	Z68833						HM164198																																																HM164314																																																																											HM119519				
Asclepias curassavica		EU675560	EU675598																		GU354230																																						HE793813															AF102381																																																																															
Centaurium erythraea																																																																										AY315697		AY047783	AY879814			AY047865																																	FJ395612																																								
Hoya carnosa																					GU354231						HQ593794						AF506155																																									DQ334535																																									HQ327665																																						
Pseudomussaenda flava																										FM204729																									AJ236306																							AF152652		AJ846877																																																																									HM119559				
Psilanthus mannii																																																																										FJ493398	FJ493371	AJ224822										U64354											FR828687																																																								
Chomelia spinosa																				JQ593643						GQ852386																																																GQ852454		DQ063703																																																																									JQ588924				
Isertia laevis																										AM117319																																																AY538456	GQ852037	AY538359																																																																									AY538394				
Isertia parviflora																				DQ448597						GQ852406																																																GQ852520	GQ852038	GQ852141																																																																													
Cruciata laevipes																GU357237	GU357365																																																									GU357107	X76475																																																																										JN895006				
Sabicea aspera			FJ948293																							AF004079																																																FJ948362																																								AM982751																																			AY538420				
Sabicea villosa			FM204778																	JQ593900						FM204732																																																AM409135																																																																											JQ589061				
Landiopsis capuronii																										HM164215																									HM164380																							AJ847413		AJ846882																																																																									HM119549				
Mitriostigma axillare			HM164273																	X83650						HM164216																																																HM164329																																																																											HM119550				
Mitragyna rotundifolia																										GQ852413																																																AJ346933	GQ852050	AB249648																			FR731995																																																										
Mitragyna rubrostipulata																				AY538486						AY538429																																																AY538453		AJ492612																																																																									AY538390				
Pertusadina malaccensis																				AJ347003						GQ852427																																																AJ346949	GQ852064																				FN376401																																																										
Semaphyllanthe megistocaula			FJ948349																							FJ884676																																																FJ948418		FJ985007																																																																									FJ905387				
Rustia formosa			FJ948345																							FJ884673																									FJ871967																							FJ948414																																																																											FJ905382				
Rustia bilsana			FJ948344																							FJ884672																									FJ871966																							FJ948413																																																																											FJ905381				
Hekistocarpa minutiflora																										AF332368		FM160674																																														AM982730		AM981273																																																																									HM119541				
Tabernaemontana disticha																																																																										FJ039224								GU974119																	GU974207												GU974291		FJ038225																																								
Mussaenda pubescens																				JF942578						EU821623																																																AY555089		AJ846856																																																																									JF954669				
Mussaenda arcuata																										FM204721																									AJ236301																							FM207128		AJ846860																																																																									HM119551				
Kutchubaea semisericea	AF183724																			AM117235						AF201003																																																AF201050		AF183798																																																																													
Pentanisia prunelloides																										AF002745																																																AF152617	FJ695381	AM267033																																																																									JQ024980				
Prismatomeris beccariana																										AF331652																																		JQ729742														AM945352	AM945238	AM945206																																																																													
Manostachya ternifolia																										AM117328																																																EU145572		FJ695446																																																									EU543127	EU557731																			
Rondeletia odorata			FJ948290																	Y11857						EU145490																								AJ133240																								FJ948359																																																																															
Joosia umbellifera																										AY538433																																																AY538458	GQ852040	AY538361																																																																									AY538396				
Genipa americana			HM164261																	JQ593673						HM164209																																																HM164322																																																																											HM119538				
Stilpnophyllum grandifolium																										AY538446																																																AY538476	GQ852090	AY538375																																																																									AY538422				
Coffea richardii																																																								JQ856183	JQ856216	JQ856272																DQ153782																							DQ153415																																																								
Coffea tricalysioides																																								JN035357															JQ856055	JQ856144	JQ856243	JQ856310																																																																																															
Coffea lancifolia																																																							JQ856100	JQ856191		JQ856337																DQ153770																							DQ153403																																																								
Coffea augagneuri																																																							JQ856058	JQ856148		JQ856288																DQ153800																							DQ153433																																																								
Coffea bonnieri																																								JN035352															JQ856063	JQ856154	JQ856236	JQ856284																																																																																															
Coffea macrocarpa																																																							JQ856075	JQ856165		JQ856303																DQ153838																							DQ153471																																																								
Coffea abbayesii																																																							JQ856090	JQ856179		JQ856329																DQ153805																							DQ153438																																																								
Coffea humilis																																																																										FJ493382		DQ153618																					DQ153487			DQ335607	DQ335606																																																				
Coffea liaudii																																																							JQ856036		JQ856210																	DQ153872		DQ153636																					DQ153434																																																								
Coffea vianneyi																																																							JQ856057	JQ856146		JQ856287																DQ153803																							DQ153436																																																								
Coffea sakarahae																																																							JQ856039		JQ856217	JQ856273																DQ153806																							DQ153439																																																								
Coffea moratii																																																								JQ856118	JQ856207																	DQ153861		DQ153633																					DQ153494																																																								
Coffea mcphersonii																																																							JQ856060	JQ856150		JQ856291																DQ153790																							DQ153423																																																								
Coffea sahafaryensis																																																							JQ856066	JQ856158		JQ856292																DQ153780																							DQ153413																																																								
Geophila repens																										AF369846												JX155210																																				JX155031	AJ234017	AF410686																																																																													
Craterispermum laurinum																										AF331645																																																AM945356	AM945243	AM945212																																																												AM945325																	
Dolicholobium oxylobum			FJ948317																	AJ318445						AJ320076																																																FJ948387																																																																											FJ905353				
Psychotria trichotoma																										AF410759												FJ208693					JF891380																															JN643545		FJ208639																																																																													
Psychotria erythrocarpa			JN643269																							AF410713												FJ208704																																				JN643446		FJ208654																																																																													
Psychotria leptophylla			JN643314																							JN643167																JN049705																																JN643489		JN049745																																																																													
Psychotria mariana			JN643326																							AF147570																AY350706																																JN643499		AF149395																																																																													
Psychotria kaduana			JN643291																							AF001351																AY350687																																JN643466		AF149389																																																																													
Psychotria recurva			JN643345																							JN643186																			JN053752		JN053876																											JN643518																																																																															
Psychotria asiatica			JN643238																							AF369854																																																JX155034		JN407530																																																																									HQ415297				
Psychotria hispidula																										HQ385190											HQ385004																																					HQ412969																		HQ384770																																																									HQ384561				
Psychotria hathewayi			JN643279																							AF410719																AY350693																																JN643455		AY350664																																																																													
Psychotria flava			JN643274																							AF001350												FJ208661																																				JN643451		FJ208600																																																																													
Psychotria mariniana			JN643327																							AF001354																AY350685																																JN643500		AY350654																																																																													
Hedythyrsus spermacocinus																										EU543032																																																EU543107		AM939461																																																										EU557711										AM932950									
Kraussia floribunda																				JF265494						AM117325																																																AM117368	DQ131746																																																																										JF270841				
Chironia linoides																																																		AF064612																								AY251784		AJ489873	AY251692			AY251722																																																																									
Mostuea brunonis										HQ385109																										HQ384653																																						HQ412964	DQ131697																	HQ384766																																																													
Paragenipa lancifolia			HM164279																	AJ286707																															HM164385																							HM164330																																																																											HM119555				
Didymaea alsinoides																GU357313	GU357441																																																									EU145570	AJ234036	FJ695442																																																																													
Cyclophyllum deplanchei			HM164254																	EU817416						EF205640																																																EF205631																																																																											HM119529				
Hymenodictyon floribundum																										AF004058																																																AY538454		AJ346905																			FN376405																																																						AY538392				
Hippotis brevipes			FJ948328																							FJ884658																																																AF152636		FJ984990																																																																									FJ905364				
Ambelania acida							GQ428746																																																																			FJ039101								GU974063																	DQ660750														FJ038221																																								
Canthium tetraphyllum			FM204757																	X83649						FM204713																																																AJ620149		AJ315083																																																																													
Galium hypocarpium																GU357205	GU357333						HM061016			AF004051																																																GU357075																																																																															
Galium scabrum																GU357231	GU357359						HM061060																																																			GU357101	X76462																																																																														
Galium album																GU357276	GU357403									AF004050																																																HM590289	X76459																																																																														
Galium baillonii																GU357233	GU357361						HM061064																																																			GU357103	X81671																																																																														
Galium parisiense																GU357296	GU357424																																																									GU357167	X76464																																																																										HM850828				
Galium rubioides																GU357236	GU357364						HM061063																																																			GU357106	X81685																																																																														
Exostema longiflorum																										AF242945																																										Z95504						AF483626		Z95523																																																																AF484206													
Exostema lineatum																										AF242944																																										Z95506						AF152698		Z95525																																																																									AY538387				
Bathysa stipulata			FJ948302																	HM164156						FJ884637																																																FJ948371																																																																											FJ905337				
Cosmibuena grandiflora																				AM117220						AM117295																																																AF152686		GQ852120																																																																									AY538385				
Cosmibuena valerioi																				JQ594613						GQ852390																																																GQ852486		GQ852121																																																																									JQ589631				
Boholia nematostylis																				AM117210						AM117286																									AM949848																							HM164312																																																																											HM119517				
Conostomium natalense																										AF002760																																																EU543085		AM939434																																																										EU557687										AM932925									
Simira cordifolia																				HM164179						FJ884677																																																FJ948419		FJ985008																																																																									FJ905388				
Gardenia hansemannii			FM204763																							FM204720																																																FM207126		FM204691																																																																									HM119537				
Gardenia thunbergia																																																		AJ133235																								DQ180583		AJ224833																					DQ180514																																																				Z70198				
Virectaria multiflora																										HM164233		AM981184																																														AM409171		AM981287																																																																									HM119582				
Bertiera aethiopica																				HM164157						HM164195																									HM164355																							HM164310																																																																											HM119514				
Bertiera longithyrsa																				HM164158						HM164196																									HM164356																							HM164311																																																																											HM119516				
Plocaniophyllon flavum																				GQ852347						GQ852433																																																GQ852538	GQ852069	GQ852151																																																																													
Phyllanthera grayi																																																																		DQ916901								EF456103		DQ916860																							DQ660791																									DQ660722																													
Sericanthe petitii			JF916962																							JF916951								JF916929	JF916940																																							JF916973																																																																															
Sericanthe auriculata			JF916958																							JF916947								JF916927	JF916936																																							JF916969																																																																															
Sericanthe andongensis			JF916956																							JF916944									JF916934																																							JF916967																							FM177157																																																								
Balmea stormae																				GQ852308						GQ852371																																																GQ852464	GQ851980	GQ852108																																																																													
Phyllis nobla																										AF003613																																																AY538468	AJ234031	AF257939																																																																									AY538411				
Kadua degeneri																										AF333371																																																EU543113		AM939470																																																										EU557717										AM932953									
Kadua littoralis																										EU543034																																																EU543115		AM939472																																																										EU557719										AM932954									
Kadua parvula																										AF333375																																																EU543116		AM939473																																																										EU557720										AM932955									
Emmeorhiza umbellata																										AY764289																																																EU543094		AM939445																																																										EU557697										AM932935									
Gentiana brachyphylla																																																JF748424	JF748574																				EF571607					X77875																																			EF626759																																												
Gentiana terglouensis																																																JF748495	JF748631																				EF571627					X77897																																			EF626784																																												
Gentiana tibetica																																																																										AB453068	DQ398605	DQ398641																																																																		DQ398678									AB453119		
Gentiana bavarica																																																																					EF571638					X77873		Z48094																																	EF626755																Z48075																												
Gentiana straminea																																																																										AB453066		GQ434564																																Z48070																																		DQ398670									AB453117		
Gentiana punctata																																																	JF748592																									X77894		Z48088																																Z48066																																											AB453127		
Gentiana nivalis																																																JF748439	JF748589																				EF571620					X75703																																			EF626781																																												
Gentiana frigida																																																																										AF102435		Z48063			AJ388236																															AJ315325															Z48084																												
Galianthe brasiliensis																	GU357446									AY764290																																																EU543096		AM939447																																																																				AM932937									
Razafimandimbisonia sambiranensis			FM204750																							FM204706																																																EU817474		FM204683																																																																									HM119565				
Augusta rivalis																				JQ593620						HM164194																																																AF152662		FM204687																																																																									HM119512				
Schumanniophyton magnificum																				AJ286702						AF201016																																																AY555095	DQ131786																						FM177156																																																								
Temnopteryx sericea																				FJ209085					HM042516	AM900634																																																AM409176		HM042458																																																																													
Schismatoclada psychotrioides																										JQ729729																																					JQ729792		JQ729965		JQ729905									JQ729842																																																																													
Calycosiphonia spathicalyx																				AM117211						AM117287																																																DQ180578	DQ131709																						DQ180509																																																								
Swertia cordata																																																																										AJ408015					AJ408027														AJ318557									AJ306127								AJ315303																																											
Swertia pubescens																																																																										AJ315220		AJ410347																	AJ318568	JF944541																AJ315314																																											
Swertia angustifolia																																																																										AJ315249		FJ010793																	AJ318551									AJ410330								AJ315297																																											
Swertia perennis																																																																										AY255695					AJ011457														AJ294640									AJ410345								AJ315312																																											
Swertia volkensii																																																																										AJ315223					AJ406380														AJ318571									AJ294703								AJ315317																																											
Swertia tetraptera																																																																										AJ315275																			Z48115	JF944551								Z48139								AJ315323																																											
Swertia decora																																																																										AJ315212																			AJ318560	JF944529								AJ410339								AJ315306																																											
Breonia chinensis																				JQ933220						GQ852375																																																AJ346913	GQ851985																				FN376384																																																										
Greenea oblonga			HM164262																							EU817439																									HM164371																							EU817459																																																																											HM119539				
Remijia macronemia																										AY538442																																																AY538471	DQ131775	AY538371																																																																									AY538415				
Remijia chelomaphylla																										AY538441																																																AY538470	GQ852071	AY538369																																																																									AY538414				
Payera marojejyensis																										JQ729734																																						JQ729785	JQ729972		JQ729897									JQ729847																																																																													
Payera coriacea																										JQ729735																																						JQ729799	JQ729973		JQ729911									JQ729820																																																																													
Kailarsenia tentaculata			HM164269																	HM164168						HM164213																																																HM164327																																																																											HM119547				
Mitrasacmopsis quadrivalvis																										AM117329																																																EU543129		EU145382																																																										EU557733										AM932970									
Tricalysia sonderiana			HM164295																							HM164228																									HM164401																							HM164340																																																																											HM119574				
Tricalysia perrieri																																																							JQ856088	JQ856177		JQ856328																AM999507																							AM999383																																																								
Tylophora brownii																																																				AB110043							AB109083											AB109052				AB109917																																									AB109141																																						
Tylophora aristolochioides																																																				AB110038							AB109078											AB109047				AB109912																																									AB109137																																						
Tylophora floribunda																																																				AB110040							AB109080											AB109049				AB109914																																									AB109139																																						
Tylophora tanakae																																																				AB110045							AB109085											AB109054				AB109919																																									AB109144																																						
Tylophora matsumurae																																																				AB110042							AB109082											AB109051				AB109916																																									AB109143																																						
Tylophora japonica																																																				AB110041							AB109081											AB109050				AB109915																																									AB109140																																						
Hydnophytum formicarum			JN643220																							AF001339																																																JN643391	X76480	AM980869																																																																													
Phitopis multiflora			FJ948337																							FJ884666												FJ860195																																						FJ985000																																																																									FJ905375				
Ophiorrhiza pumila				AB086168																																																																							AB247147	AB247272																																																								AB372508																	AB247150				
Gaertnera paniculata																										AF002736																																																		AY046329																																											AF333864											AF333892												EU872996											
Gaertnera capitulata																										EU872842																																																		AY185546																																											AY185547											AY185548												EU872993											
Gaertnera cooperi																										EU872694																																																		AF333820																																											AF333851											AF333879												EU872994											
Gaertnera arenaria																										EU872841																																																		AY185543																																											AY185544											AY185545												EU872992											
Kohautia amatymbica																										GU951636																																																EU543117		AM939484																																																										EU557721										AM932956									
Cinchonopsis amazonica																										AY538428																																																AY538452	GQ852002	AY538357																																																																									AY538383				
Palicourea guianensis			JN643226																							AF147532												GQ982311																																				AF152615																																																																											GQ982058				
Acokanthera oblongifolia										HQ385104																										HQ384649																																						DQ221165																		HQ384763																																																										HQ412903			
Pergularia daemia		GQ304277	GQ304394																																																								HE793825															JN205300																									GQ281129																																																						
Alseis peruviana			FJ948296																							FJ884631																																																FJ948365		FJ984956																																																																									FJ905332				
Atractocarpus balansaeanus			HM164239																	HM164155						HM164192																																																HM164308																																																																											HM119509				
Amphiasma luzuloides																										EU543020																																																EU543080		AM939427																																																										EU557681										AM932920									
Amphiasma benguellense																										AF002753																																																EU543079		AM939426																																																										EU557680										AM932918									
Randia aculeata			HM164286																							HM164221																																																HM164334		AM182211																																																																									HM119563				
Hypobathrum racemosum			HM164266																	AJ286705						AM117318																									AM949853																							FM207127																																																																											HM119543				
Glionnetia sericea			HM569721																	HM536224						HM536230																									HM536216																							HM536236																																																																											HM569720				
Pogonopus speciosus			FJ948341																	HM164174						FJ884670																									AJ236305																							FJ948410																																																																											FJ905378				
Steenisia pleurocarpa			FM204781																	AM117279						FM204735																																																FM207142		FM204697																																																																									FJ905328				
Bothriospora corymbosa			FJ948304																							FJ884638												FJ860158																																				FJ948373		FJ984965																																																																									FJ905339				
Pentagonia macrophylla																				GQ981826						FM204727																									AJ236303																							FM207134		FJ984999																																																																									FJ905374				
Oldenlandia consanguinea																										HM752976																																																HM752842		JF699922																																																										JF700073															JF699998				
Oldenlandia assimilis																										HM752902																																																HM752817		JF699900																																																										JF700052															JF699975				
Oldenlandia bodinieri																										HM752972																																																HM752886		JF699911																																																										JF700060															JF699986				
Chimarrhis hookeri			FJ948309																							FJ884643																									AJ236289																							AF152640		FJ984970																																																																									FJ905344				
Chimarrhis microcarpa			FJ948310																							FJ884644																									FJ871949																							AF152643		FJ984971																																																																									FJ905345				
Sommera grandis			FJ948354																							FJ884680																									FJ871971																							FJ948426		FJ985014																																																																									FJ905395				
Posoqueria longiflora																				HM164175						HM164218																									HM164386																							HM164332	DQ131769																																																																										HM119558				
Posoqueria latifolia																				GQ981837						FM204728																									AM949855																							AF152680		DQ787409																																																																									FJ905325				
Cephalanthus natalensis																				JF265334						GQ852380																																																AJ414549	GQ851992																				FN376391																																																						JF270687				
Chalepophyllum guyanense			HM164249																	HM164159						HM164201																																																HM164316		AY555120																																																																									HM119523				
Tamridaea capsulifera			FM204782																	Y11860						FM204736																																																AM409170		AM409059																																						AM982763																																							
Sipanea hispida																				EU145458						EU145492																									EU145414																							AY555107	EU145322	AY555122																																																																													
Vincetoxicum atratum																																																				AB110049							HE793846											AB109058				AJ410270																																						GQ434569			AB109148																																						
Vincetoxicum pycnostelma																																																				AB110059							HE793808											AB109068				AB109934																																						GQ434572			AB109161																																						
Aleisanthia rupestris			HM164236																	HM164153						AF242902																																																AF152660		JQ398730																																																																									HM119506				
Ixora ferrea			HM164267																							EF205642																									HM164377																							FJ150559																																																																									FJ150457		HM446703				
Lacmellea aculeata																																																																										AF214371		FJ037795																							DQ660779														FJ038224	FJ038425										DQ660710																													
Calotropis procera		GQ304279	GQ304396																		GU479996																																																					AJ428797																									GQ281131															JQ845893																																							
Duperrea pavettifolia			HM164256																	AJ286709						HM164205																																																AY555082	DQ131726																																																																										HM119531				
Houstonia longifolia																										AF002766																												DQ012733																				DQ012867		AM939465														DQ012783	DQ012916																																																														
Coutarea hexandra																				JQ593655						AF242933																																										Z95515						AF152699		Z95534																																																																									JQ588931				
